,FBS,Bid
FUE 1,1,0.29247
FUE 2,1,0.9692
FUE 3,1,0.78339
FUE 4,1,0.48809
FUE 5,1,0.23917
FUE 6,1,0.5913
FUE 7,1,0.98503
FUE 8,1,0.59647
FUE 9,1,0.3958
FUE 10,1,0.64783
FUE 11,2,0.95604
FUE 12,2,0.12003
FUE 13,2,0.90258
FUE 14,2,0.56605
FUE 15,2,0.24502
FUE 16,2,0.40852
FUE 17,2,0.040512
FUE 18,2,0.050278
FUE 19,2,0.73894
FUE 20,2,0.67598
FUE 21,3,0.69803
FUE 22,3,0.6144
FUE 23,3,0.43084
FUE 24,3,0.32892
FUE 25,3,0.8053
FUE 26,3,0.87253
FUE 27,3,0.78902
FUE 28,3,0.92555
FUE 29,3,0.83724
FUE 30,3,0.44428
FUE 31,4,0.38328
FUE 32,4,0.1979
FUE 33,4,0.50927
FUE 34,4,0.053642
FUE 35,4,0.72324
FUE 36,4,0.26635
FUE 37,4,0.62139
FUE 38,4,0.48569
FUE 39,4,0.35359
FUE 40,4,0.54772
FUE 41,5,0.80387
FUE 42,5,0.71745
FUE 43,5,0.41849
FUE 44,5,0.68716
FUE 45,5,0.45857
FUE 46,5,0.59357
FUE 47,5,0.27818
FUE 48,5,0.87469
FUE 49,5,0.85725
FUE 50,5,0.60026
FUE 51,6,0.32128
FUE 52,6,0.16837
FUE 53,6,0.7708
FUE 54,6,0.027439
FUE 55,6,0.2039
FUE 56,6,0.24012
FUE 57,6,0.43767
FUE 58,6,0.13963
FUE 59,6,0.41827
FUE 60,6,0.2006
