,FBS,Bid
FUE 1,1,0.37769
FUE 2,1,0.90603
FUE 3,1,0.12966
FUE 4,1,0.37175
FUE 5,1,0.68353
FUE 6,1,0.1187
FUE 7,1,0.61887
FUE 8,1,0.99584
FUE 9,1,0.32257
FUE 10,1,0.20881
FUE 11,2,0.17823
FUE 12,2,0.070308
FUE 13,2,0.67483
FUE 14,2,0.93213
FUE 15,2,0.81872
FUE 16,2,0.58284
FUE 17,2,0.56498
FUE 18,2,0.81295
FUE 19,2,0.20908
FUE 20,2,0.18516
FUE 21,3,0.33257
FUE 22,3,0.51595
FUE 23,3,0.37715
FUE 24,3,0.67389
FUE 25,3,0.32475
FUE 26,3,0.64677
FUE 27,3,0.62552
FUE 28,3,0.83538
FUE 29,3,0.64801
FUE 30,3,0.20176
FUE 31,4,0.90808
FUE 32,4,0.91689
FUE 33,4,0.52875
FUE 34,4,0.98197
FUE 35,4,0.083242
FUE 36,4,0.045686
FUE 37,4,0.91047
FUE 38,4,0.56881
FUE 39,4,0.44119
FUE 40,4,0.38806
FUE 41,5,0.43566
FUE 42,5,0.018338
FUE 43,5,0.54221
FUE 44,5,0.47592
FUE 45,5,0.31977
FUE 46,5,0.48488
FUE 47,5,0.31449
FUE 48,5,0.080209
FUE 49,5,0.77817
FUE 50,5,0.36079
FUE 51,6,0.74797
FUE 52,6,0.86718
FUE 53,6,0.33074
FUE 54,6,0.65024
FUE 55,6,0.057523
FUE 56,6,0.03519
FUE 57,6,0.47073
FUE 58,6,0.63454
FUE 59,6,0.098241
FUE 60,6,0.74522
