,FBS,Bid
FUE 1,1,0.88326
FUE 2,1,0.67417
FUE 3,1,0.6641
FUE 4,1,0.69696
FUE 5,1,0.56812
FUE 6,1,0.018872
FUE 7,1,0.50231
FUE 8,1,0.65707
FUE 9,1,0.53435
FUE 10,1,0.12744
FUE 11,1,0.766
FUE 12,1,0.43083
FUE 13,2,0.39496
FUE 14,2,0.5747
FUE 15,2,0.32504
FUE 16,2,0.60149
FUE 17,2,0.28411
FUE 18,2,0.56047
FUE 19,2,0.017883
FUE 20,2,0.37101
FUE 21,2,0.24296
FUE 22,2,0.25375
FUE 23,2,0.57194
FUE 24,2,0.0096599
FUE 25,3,0.10949
FUE 26,3,0.86446
FUE 27,3,0.094164
FUE 28,3,0.68014
FUE 29,3,0.144
FUE 30,3,0.73004
FUE 31,3,0.56053
FUE 32,3,0.24047
FUE 33,3,0.80346
FUE 34,3,0.21901
FUE 35,3,0.77646
FUE 36,3,0.80473
FUE 37,4,0.6796
FUE 38,4,0.52854
FUE 39,4,0.61374
FUE 40,4,0.10431
FUE 41,4,0.41056
FUE 42,4,0.063392
FUE 43,4,0.9153
FUE 44,4,0.56322
FUE 45,4,0.54828
FUE 46,4,0.73332
FUE 47,4,0.020659
FUE 48,4,0.83189
FUE 49,5,0.52618
FUE 50,5,0.71593
FUE 51,5,0.68333
FUE 52,5,0.87216
FUE 53,5,0.22959
FUE 54,5,0.9414
FUE 55,5,0.028097
FUE 56,5,0.45664
FUE 57,5,0.085542
FUE 58,5,0.84771
FUE 59,5,0.47881
FUE 60,5,0.035147
FUE 61,6,0.072806
FUE 62,6,0.63441
FUE 63,6,0.99669
FUE 64,6,0.92292
FUE 65,6,0.13698
FUE 66,6,0.41855
FUE 67,6,0.68096
FUE 68,6,0.2387
FUE 69,6,0.23427
FUE 70,6,0.47161
FUE 71,6,0.057249
FUE 72,6,0.35047
