,FBS,Bid
FUE 1,1,0.27311
FUE 2,1,0.28428
FUE 3,1,0.20407
FUE 4,1,0.087212
FUE 5,1,0.09027
FUE 6,1,0.16615
FUE 7,1,0.68487
FUE 8,1,0.26244
FUE 9,1,0.39698
FUE 10,1,0.98196
FUE 11,1,0.91137
FUE 12,1,0.51666
FUE 13,1,0.11417
FUE 14,1,0.91041
FUE 15,2,0.66932
FUE 16,2,0.41195
FUE 17,2,0.32316
FUE 18,2,0.18737
FUE 19,2,0.82167
FUE 20,2,0.67599
FUE 21,2,0.43338
FUE 22,2,0.72478
FUE 23,2,0.71912
FUE 24,2,0.92252
FUE 25,2,0.6056
FUE 26,2,0.11858
FUE 27,2,0.75061
FUE 28,2,0.91226
FUE 29,3,0.82446
FUE 30,3,0.48677
FUE 31,3,0.68645
FUE 32,3,0.039567
FUE 33,3,0.99516
FUE 34,3,0.52379
FUE 35,3,0.74889
FUE 36,3,0.21051
FUE 37,3,0.97926
FUE 38,3,0.65632
FUE 39,3,0.28821
FUE 40,3,0.57968
FUE 41,3,0.90539
FUE 42,3,0.010461
FUE 43,4,0.87014
FUE 44,4,0.62123
FUE 45,4,0.87183
FUE 46,4,0.26042
FUE 47,4,0.18603
FUE 48,4,0.23977
FUE 49,4,0.95056
FUE 50,4,0.97059
FUE 51,4,0.15495
FUE 52,4,0.19507
FUE 53,4,0.16411
FUE 54,4,0.1045
FUE 55,4,0.56051
FUE 56,4,0.40983
FUE 57,5,0.22089
FUE 58,5,0.96495
FUE 59,5,0.94737
FUE 60,5,0.36898
FUE 61,5,0.42082
FUE 62,5,0.11094
FUE 63,5,0.91248
FUE 64,5,0.7955
FUE 65,5,0.67039
FUE 66,5,0.25407
FUE 67,5,0.44947
FUE 68,5,0.37267
FUE 69,5,0.91575
FUE 70,5,0.5628
FUE 71,6,0.35801
FUE 72,6,0.51296
FUE 73,6,0.63813
FUE 74,6,0.10065
FUE 75,6,0.35374
FUE 76,6,0.56364
FUE 77,6,0.045589
FUE 78,6,0.39007
FUE 79,6,0.71468
FUE 80,6,0.10253
FUE 81,6,0.83125
FUE 82,6,0.99531
FUE 83,6,0.0020787
FUE 84,6,0.53826
