,FBS,Bid
FUE 1,1,0.19538
FUE 2,1,0.41561
FUE 3,1,0.1003
FUE 4,1,0.01023
FUE 5,1,0.04234
FUE 6,1,0.57392
FUE 7,1,0.26053
FUE 8,1,0.51693
FUE 9,1,0.60963
FUE 10,2,0.17748
FUE 11,2,0.068565
FUE 12,2,0.94999
FUE 13,2,0.67966
FUE 14,2,0.72996
FUE 15,2,0.56852
FUE 16,2,0.49493
FUE 17,2,0.38649
FUE 18,2,0.07433
FUE 19,3,0.36605
FUE 20,3,0.76458
FUE 21,3,0.18444
FUE 22,3,0.51904
FUE 23,3,0.81531
FUE 24,3,0.47839
FUE 25,3,0.35287
FUE 26,3,0.79127
FUE 27,3,0.10143
FUE 28,4,0.84063
FUE 29,4,0.62358
FUE 30,4,0.35313
FUE 31,4,0.087876
FUE 32,4,0.9903
FUE 33,4,0.084144
FUE 34,4,0.80231
FUE 35,4,0.15682
FUE 36,4,0.95986
FUE 37,5,0.80177
FUE 38,5,0.12083
FUE 39,5,0.87561
FUE 40,5,0.86726
FUE 41,5,0.45607
FUE 42,5,0.043219
FUE 43,5,0.14986
FUE 44,5,0.99018
FUE 45,5,0.49187
FUE 46,6,0.93048
FUE 47,6,0.054523
FUE 48,6,0.30926
FUE 49,6,0.87778
FUE 50,6,0.036784
FUE 51,6,0.96098
FUE 52,6,0.51011
FUE 53,6,0.91284
FUE 54,6,0.57376
