,FBS,Bid
FUE 1,1,0.9476
FUE 2,1,0.5693
FUE 3,1,0.23827
FUE 4,1,0.11883
FUE 5,1,0.90517
FUE 6,1,0.97028
FUE 7,1,0.22393
FUE 8,1,0.31811
FUE 9,1,0.073485
FUE 10,1,0.01901
FUE 11,1,0.70976
FUE 12,1,0.96612
FUE 13,1,0.71502
FUE 14,2,0.96317
FUE 15,2,0.57197
FUE 16,2,0.16175
FUE 17,2,0.99433
FUE 18,2,0.65185
FUE 19,2,0.043787
FUE 20,2,0.91115
FUE 21,2,0.42753
FUE 22,2,0.59368
FUE 23,2,0.15568
FUE 24,2,0.15773
FUE 25,2,0.0006303
FUE 26,2,0.64318
FUE 27,3,0.71427
FUE 28,3,0.46084
FUE 29,3,0.76346
FUE 30,3,0.070873
FUE 31,3,0.30971
FUE 32,3,0.39993
FUE 33,3,0.45734
FUE 34,3,0.91063
FUE 35,3,0.11127
FUE 36,3,0.48268
FUE 37,3,0.89864
FUE 38,3,0.21385
FUE 39,3,0.15496
FUE 40,4,0.34325
FUE 41,4,0.3947
FUE 42,4,0.79703
FUE 43,4,0.64717
FUE 44,4,0.55809
FUE 45,4,0.5442
FUE 46,4,0.18606
FUE 47,4,0.43235
FUE 48,4,0.30326
FUE 49,4,0.8914
FUE 50,4,0.50381
FUE 51,4,0.11309
FUE 52,4,0.43574
FUE 53,5,0.94454
FUE 54,5,0.71967
FUE 55,5,0.35835
FUE 56,5,0.59183
FUE 57,5,0.86341
FUE 58,5,0.97368
FUE 59,5,0.70499
FUE 60,5,0.81063
FUE 61,5,0.60653
FUE 62,5,0.19331
FUE 63,5,0.29553
FUE 64,5,0.47563
FUE 65,5,0.43374
FUE 66,6,0.83564
FUE 67,6,0.51156
FUE 68,6,0.13849
FUE 69,6,0.9513
FUE 70,6,0.47257
FUE 71,6,0.81897
FUE 72,6,0.84171
FUE 73,6,0.12775
FUE 74,6,0.014173
FUE 75,6,0.43218
FUE 76,6,0.45737
FUE 77,6,0.38541
FUE 78,6,0.39432
