,FBS,Bid
FUE 1,1,0.97663
FUE 2,1,0.91943
FUE 3,1,0.013257
FUE 4,1,0.62552
FUE 5,1,0.95946
FUE 6,1,0.89774
FUE 7,1,0.78022
FUE 8,1,0.42719
FUE 9,1,0.71438
FUE 10,2,0.075171
FUE 11,2,0.59802
FUE 12,2,0.63191
FUE 13,2,0.38199
FUE 14,2,0.4984
FUE 15,2,0.39892
FUE 16,2,0.0012508
FUE 17,2,0.74351
FUE 18,2,0.37103
FUE 19,3,0.69191
FUE 20,3,0.15351
FUE 21,3,0.10988
FUE 22,3,0.051576
FUE 23,3,0.53047
FUE 24,3,0.14611
FUE 25,3,0.36284
FUE 26,3,0.84796
FUE 27,3,0.13549
FUE 28,4,0.20607
FUE 29,4,0.21339
FUE 30,4,0.24658
FUE 31,4,0.56811
FUE 32,4,0.8458
FUE 33,4,0.5565
FUE 34,4,0.24655
FUE 35,4,0.20326
FUE 36,4,0.58795
FUE 37,5,0.53718
FUE 38,5,0.13967
FUE 39,5,0.046155
FUE 40,5,0.48354
FUE 41,5,0.682
FUE 42,5,0.072608
FUE 43,5,0.95234
FUE 44,5,0.27954
FUE 45,5,0.69755
FUE 46,6,0.13935
FUE 47,6,0.9354
FUE 48,6,0.72484
FUE 49,6,0.74779
FUE 50,6,0.41066
FUE 51,6,0.27211
FUE 52,6,0.28002
FUE 53,6,0.83297
FUE 54,6,0.20658
