,FBS,Bid
FUE 1,1,0.17239
FUE 2,1,0.0029807
FUE 3,1,0.12321
FUE 4,1,0.16428
FUE 5,1,0.57167
FUE 6,1,0.56742
FUE 7,1,0.75767
FUE 8,1,0.11049
FUE 9,2,0.73538
FUE 10,2,0.53314
FUE 11,2,0.46407
FUE 12,2,0.59443
FUE 13,2,0.98321
FUE 14,2,0.36518
FUE 15,2,0.27546
FUE 16,2,0.32796
FUE 17,3,0.88782
FUE 18,3,0.77577
FUE 19,3,0.23168
FUE 20,3,0.65062
FUE 21,3,0.03186
FUE 22,3,0.97512
FUE 23,3,0.11479
FUE 24,3,0.14239
FUE 25,4,0.71914
FUE 26,4,0.3279
FUE 27,4,0.67792
FUE 28,4,0.10174
FUE 29,4,0.55987
FUE 30,4,0.12277
FUE 31,4,0.2509
FUE 32,4,0.57018
FUE 33,5,0.0088831
FUE 34,5,0.46846
FUE 35,5,0.29404
FUE 36,5,0.25934
FUE 37,5,0.51948
FUE 38,5,0.50107
FUE 39,5,0.064558
FUE 40,5,0.48483
FUE 41,6,0.8193
FUE 42,6,0.65966
FUE 43,6,0.19415
FUE 44,6,0.95887
FUE 45,6,0.95393
FUE 46,6,0.9069
FUE 47,6,0.38107
FUE 48,6,0.64179
