,FBS,Bid
FUE 1,1,0.47748
FUE 2,1,0.066588
FUE 3,1,0.41103
FUE 4,1,0.96909
FUE 5,1,0.78072
FUE 6,1,0.72902
FUE 7,1,0.76565
FUE 8,1,0.75658
FUE 9,2,0.84327
FUE 10,2,0.77016
FUE 11,2,0.97866
FUE 12,2,0.11136
FUE 13,2,0.39608
FUE 14,2,0.49206
FUE 15,2,0.25809
FUE 16,2,0.036966
FUE 17,3,0.97438
FUE 18,3,0.72643
FUE 19,3,0.14796
FUE 20,3,0.14789
FUE 21,3,0.70482
FUE 22,3,0.38099
FUE 23,3,0.076411
FUE 24,3,0.41084
FUE 25,4,0.14299
FUE 26,4,0.79892
FUE 27,4,0.93025
FUE 28,4,0.0047195
FUE 29,4,0.65004
FUE 30,4,0.67853
FUE 31,4,0.25362
FUE 32,4,0.84318
FUE 33,5,0.29396
FUE 34,5,0.02686
FUE 35,5,0.093307
FUE 36,5,0.79788
FUE 37,5,0.7114
FUE 38,5,0.78341
FUE 39,5,0.62392
FUE 40,5,0.82542
FUE 41,6,0.035023
FUE 42,6,0.40547
FUE 43,6,0.24967
FUE 44,6,0.4809
FUE 45,6,0.88084
FUE 46,6,0.28068
FUE 47,6,0.59914
FUE 48,6,0.026226
