,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,54.1709,54.1675,54.1648,54.147,54.1329,54.0474,54.0695,54.0277,53.9859,53.7394,53.611,53.1781,50.5747,51.6987,52.4207,53.1269,48.4826,52.585,52.5414,52.2592,30.0251,50.22,52.0357,28.9086,31.0865,51.7153,37.7066,37.39,47.4272,49.9832,51.3014,42.0662,51.1413,39.9952,46.1863,41.8131
FUE 2,69.4021,69.3987,69.3961,69.3786,69.3646,69.2805,69.3023,69.2611,69.2199,68.9771,68.8505,68.4235,65.8451,66.9601,67.675,68.3729,63.7648,67.8375,67.7944,67.5152,45.326,65.4928,67.294,44.2095,46.3873,66.9765,53.0061,52.6897,62.7134,65.2576,66.5663,57.363,66.4075,55.2936,61.4763,57.1101
FUE 3,71.6283,71.6247,71.6218,71.6029,71.5878,71.4967,71.5203,71.4758,71.4313,71.1697,71.0338,70.5772,67.8733,69.0332,69.7839,70.5233,65.7353,69.9555,69.9099,69.6156,47.2055,67.5091,69.383,46.0887,48.2671,69.0504,54.892,54.575,64.6639,67.2665,68.6221,59.2621,68.4568,57.1848,63.4087,59.0081
FUE 4,71.8408,71.8369,71.8338,71.8133,71.7969,71.6986,71.724,71.6759,71.628,71.3464,71.2006,70.7133,67.8831,69.0873,69.874,70.656,65.6893,70.0548,70.0068,69.6971,47.0746,67.5073,69.4531,45.9575,48.1366,69.1052,54.7669,54.4494,64.5989,67.2575,68.6591,59.1493,68.4873,57.0646,63.3268,58.8941
FUE 5,58.5858,58.5808,58.5769,58.5508,58.5301,58.4058,58.4379,58.3773,58.3171,57.9667,57.7875,57.1975,53.9766,55.3129,56.2108,57.1291,51.6246,56.4206,56.3647,56.0068,32.7825,53.5673,55.7275,31.6648,33.8454,55.333,40.49,40.1712,50.482,53.2969,54.833,44.9042,54.642,42.8004,49.1639,44.6462
FUE 6,93.337,93.3333,93.3304,93.311,93.2955,93.2025,93.2266,93.1811,93.1357,92.8686,92.73,92.2651,89.5262,90.6985,91.4591,92.2103,87.3725,91.6332,91.587,91.2884,68.8185,89.1588,91.0527,67.7016,69.8802,90.7158,76.5066,76.1895,86.2957,88.9141,90.2826,80.8803,90.1155,78.8009,85.0357,80.6259
FUE 7,64.7601,64.7563,64.7532,64.7327,64.7164,64.6184,64.6438,64.5959,64.5481,64.2676,64.1224,63.6367,60.813,62.015,62.7998,63.5796,58.6221,62.9801,62.9322,62.6233,40.0116,60.4378,62.3799,38.8946,41.0736,62.0328,47.7036,47.3862,57.5326,60.1884,61.5876,52.0854,61.4162,50.0011,56.2614,51.8303
FUE 8,67.8241,67.8208,67.8181,67.8002,67.786,67.7003,67.7225,67.6806,67.6387,67.3917,67.2631,66.8294,64.2227,65.348,66.0709,66.7781,62.1291,66.2355,66.1918,65.9092,43.6692,63.8677,65.6854,42.5526,44.7305,65.3645,51.3508,51.0342,61.0731,63.6308,64.9502,55.7107,64.7899,53.6395,59.8318,55.4576
FUE 9,74.193,74.1895,74.1866,74.1678,74.1529,74.0627,74.0861,74.042,73.9979,73.7387,73.604,73.1511,70.4629,71.6173,72.3635,73.0977,68.3319,72.5339,72.4887,72.1962,49.8131,70.1002,71.9651,48.6963,50.8747,71.6343,57.4988,57.1819,67.2629,69.8585,71.2083,61.8674,71.0438,59.791,66.01,61.6135
FUE 10,74.1757,74.1722,74.1693,74.1506,74.1357,74.0459,74.0691,74.0252,73.9813,73.7228,73.5885,73.137,70.454,71.6065,72.3512,73.0836,68.3254,72.5212,72.4761,72.1843,49.8103,70.0918,71.9536,48.6936,50.8719,71.6235,57.4958,57.1789,67.2573,69.8504,71.1982,61.8638,71.034,59.7878,66.005,61.61
FUE 11,58.8983,58.8946,58.8917,58.8723,58.8569,58.7639,58.788,58.7425,58.6971,58.4301,58.2916,57.8268,55.0885,56.2606,57.021,57.772,52.9351,57.1951,57.1489,56.8504,34.3815,54.7211,56.6147,33.2647,35.4433,56.2779,42.0696,41.7525,51.8584,54.4765,55.8448,46.4432,55.6777,44.3638,50.5985,46.1889
FUE 12,67.2813,67.278,67.2754,67.2581,67.2443,67.1609,67.1825,67.1417,67.101,66.8603,66.7349,66.3114,63.7483,64.8578,65.5682,66.2612,61.6752,65.7297,65.6869,65.4095,43.248,63.3975,65.1897,42.1315,44.3092,64.8741,50.9273,50.6109,60.6263,63.1632,64.466,55.2824,64.308,53.2141,59.3915,55.0297
FUE 13,64.4012,64.3979,64.3953,64.3781,64.3644,64.2817,64.3031,64.2626,64.2222,63.9833,63.8588,63.438,60.8872,61.9922,62.6992,63.3881,58.8198,62.8598,62.8172,62.5413,40.4019,60.5376,62.3226,39.2855,41.4632,62.0085,48.0806,47.7643,57.773,60.304,61.6022,52.4344,61.4448,50.3668,56.54,52.1818
FUE 14,62.4651,62.4615,62.4586,62.4392,62.4238,62.3312,62.3552,62.3098,62.2646,61.9985,61.8604,61.3969,58.6641,59.8342,60.5931,61.3422,56.5131,60.7668,60.7207,60.4228,37.9633,58.2972,60.1877,36.8464,39.025,59.8515,45.6511,45.334,55.4372,58.0529,59.4192,50.0242,59.2523,47.9451,54.1781,49.7699
FUE 15,64.3191,64.3148,64.3114,64.2888,64.2708,64.1627,64.1906,64.1379,64.0853,63.7777,63.6191,63.0923,60.1063,61.3642,62.1952,63.0307,57.8471,62.3875,62.3364,62.0075,39.1358,59.7168,61.7495,38.0185,40.1982,61.383,46.8346,46.5166,56.7348,59.4585,60.9151,51.2307,60.7355,49.1378,55.4433,50.9743
FUE 16,62.8354,62.8326,62.8289,62.8179,62.7973,62.6553,62.7067,62.6119,62.5352,62.337,62.0632,62.2495,61.4994,59.2314,62.0045,62.024,61.0943,61.6493,61.3486,61.2668,56.4421,60.7972,59.8353,56.586,57.016,58.8508,47.2538,47.0792,36.6403,60.3885,60.2289,37.9836,57.941,41.1739,31.1335,36.045
FUE 17,57.7007,57.6963,57.6906,57.6734,57.6413,57.4223,57.5011,57.356,57.2399,56.9446,56.5468,56.8163,55.7602,52.8975,56.463,56.4907,55.2177,55.9655,55.5563,55.4467,49.7402,54.8303,53.6241,49.8973,50.3698,52.4495,40.2204,40.0441,29.5672,54.3093,54.1095,30.9119,51.4036,34.1077,24.0577,28.9714
FUE 18,77.4599,77.4565,77.4519,77.4385,77.4132,77.2399,77.3024,77.1871,77.0942,76.8557,76.5297,76.7511,75.8699,73.3319,76.4603,76.4833,75.4042,76.0439,75.6958,75.6017,70.3653,75.0667,73.9931,70.5157,70.9666,72.9194,61.0106,60.8352,50.3768,74.6071,74.4291,51.7208,71.9444,54.914,44.8686,49.7813
