,FBS,Bid
FUE 1,1,0.48651
FUE 2,1,0.96987
FUE 3,1,0.78785
FUE 4,1,0.81453
FUE 5,1,0.74447
FUE 6,1,0.11469
FUE 7,1,0.71189
FUE 8,1,0.83407
FUE 9,1,0.10264
FUE 10,1,0.13928
FUE 11,1,0.05176
FUE 12,2,0.93784
FUE 13,2,0.93995
FUE 14,2,0.21928
FUE 15,2,0.86431
FUE 16,2,0.27914
FUE 17,2,0.30767
FUE 18,2,0.006924
FUE 19,2,0.50872
FUE 20,2,0.49804
FUE 21,2,0.90105
FUE 22,2,0.010188
FUE 23,3,0.72693
FUE 24,3,0.048284
FUE 25,3,0.48767
FUE 26,3,0.78235
FUE 27,3,0.87041
FUE 28,3,0.38297
FUE 29,3,0.75039
FUE 30,3,0.1254
FUE 31,3,0.54654
FUE 32,3,0.78154
FUE 33,3,0.63804
FUE 34,4,0.91851
FUE 35,4,0.58642
FUE 36,4,0.884
FUE 37,4,0.035385
FUE 38,4,0.37846
FUE 39,4,0.82885
FUE 40,4,0.0037911
FUE 41,4,0.96629
FUE 42,4,0.84393
FUE 43,4,0.44502
FUE 44,4,0.28187
FUE 45,5,0.26044
FUE 46,5,0.41188
FUE 47,5,0.30987
FUE 48,5,0.83208
FUE 49,5,0.16882
FUE 50,5,0.045309
FUE 51,5,0.99075
FUE 52,5,0.13095
FUE 53,5,0.78359
FUE 54,5,0.89686
FUE 55,5,0.48113
FUE 56,6,0.50151
FUE 57,6,0.19141
FUE 58,6,0.28949
FUE 59,6,0.65136
FUE 60,6,0.76464
FUE 61,6,0.43735
FUE 62,6,0.62855
FUE 63,6,0.84176
FUE 64,6,0.78734
FUE 65,6,0.96356
FUE 66,6,0.28619
