,FBS,Bid
FUE 1,1,0.26882
FUE 2,1,0.79635
FUE 3,1,0.81399
FUE 4,1,0.84893
FUE 5,1,0.14022
FUE 6,1,0.039357
FUE 7,1,0.89459
FUE 8,1,0.84845
FUE 9,1,0.27491
FUE 10,1,0.19292
FUE 11,1,0.73272
FUE 12,1,0.046158
FUE 13,1,0.77638
FUE 14,1,0.64532
FUE 15,1,0.38896
FUE 16,2,0.84784
FUE 17,2,0.84406
FUE 18,2,0.033136
FUE 19,2,0.90442
FUE 20,2,0.90249
FUE 21,2,0.73462
FUE 22,2,0.17728
FUE 23,2,0.93328
FUE 24,2,0.42527
FUE 25,2,0.86856
FUE 26,2,0.39093
FUE 27,2,0.65513
FUE 28,2,0.18066
FUE 29,2,0.72153
FUE 30,2,0.67159
FUE 31,3,0.80969
FUE 32,3,0.78358
FUE 33,3,0.19897
FUE 34,3,0.039509
FUE 35,3,0.64756
FUE 36,3,0.7362
FUE 37,3,0.68895
FUE 38,3,0.72766
FUE 39,3,0.61077
FUE 40,3,0.4821
FUE 41,3,0.12757
FUE 42,3,0.96331
FUE 43,3,0.63779
FUE 44,3,0.59038
FUE 45,3,0.098413
FUE 46,4,0.99388
FUE 47,4,0.1448
FUE 48,4,0.58366
FUE 49,4,0.60465
FUE 50,4,0.56213
FUE 51,4,0.62441
FUE 52,4,0.35921
FUE 53,4,0.5614
FUE 54,4,0.51467
FUE 55,4,0.028943
FUE 56,4,0.44111
FUE 57,4,0.076475
FUE 58,4,0.50868
FUE 59,4,0.9231
FUE 60,4,0.047337
FUE 61,5,0.93527
FUE 62,5,0.11671
FUE 63,5,0.00040816
FUE 64,5,0.61881
FUE 65,5,0.57012
FUE 66,5,0.16645
FUE 67,5,0.95772
FUE 68,5,0.3579
FUE 69,5,0.2812
FUE 70,5,0.86126
FUE 71,5,0.27627
FUE 72,5,0.38358
FUE 73,5,0.19386
FUE 74,5,0.99287
FUE 75,5,0.18773
FUE 76,6,0.62817
FUE 77,6,0.70764
FUE 78,6,0.27037
FUE 79,6,0.38875
FUE 80,6,0.58453
FUE 81,6,0.87168
FUE 82,6,0.4565
FUE 83,6,0.74816
FUE 84,6,0.93517
FUE 85,6,0.8703
FUE 86,6,0.78267
FUE 87,6,0.16091
FUE 88,6,0.96764
FUE 89,6,0.070861
FUE 90,6,0.57734
