,FBS,Bid
FUE 1,1,0.36316
FUE 2,1,0.22779
FUE 3,1,0.72132
FUE 4,1,0.31529
FUE 5,1,0.65051
FUE 6,1,0.90949
FUE 7,1,0.22937
FUE 8,1,0.79811
FUE 9,1,0.55337
FUE 10,1,0.44166
FUE 11,1,0.24113
FUE 12,1,0.62491
FUE 13,1,0.84866
FUE 14,1,0.80835
FUE 15,2,0.82148
FUE 16,2,0.7019
FUE 17,2,0.037265
FUE 18,2,0.38856
FUE 19,2,0.56693
FUE 20,2,0.27331
FUE 21,2,0.76658
FUE 22,2,0.6158
FUE 23,2,0.011825
FUE 24,2,0.71618
FUE 25,2,0.032817
FUE 26,2,0.6532
FUE 27,2,0.43512
FUE 28,2,0.79387
FUE 29,3,0.08275
FUE 30,3,0.42022
FUE 31,3,0.59227
FUE 32,3,0.72792
FUE 33,3,0.79524
FUE 34,3,0.86489
FUE 35,3,0.86426
FUE 36,3,0.11648
FUE 37,3,0.58962
FUE 38,3,0.52273
FUE 39,3,0.8092
FUE 40,3,0.089586
FUE 41,3,0.79815
FUE 42,3,0.53215
FUE 43,4,0.14194
FUE 44,4,0.049805
FUE 45,4,0.27387
FUE 46,4,0.55068
FUE 47,4,0.87142
FUE 48,4,0.73654
FUE 49,4,0.55662
FUE 50,4,0.87794
FUE 51,4,0.073496
FUE 52,4,0.99928
FUE 53,4,0.58448
FUE 54,4,0.7605
FUE 55,4,0.24705
FUE 56,4,0.012687
FUE 57,5,0.94612
FUE 58,5,0.27847
FUE 59,5,0.59251
FUE 60,5,0.9935
FUE 61,5,0.1567
FUE 62,5,0.64206
FUE 63,5,0.018441
FUE 64,5,0.8136
FUE 65,5,0.77347
FUE 66,5,0.4158
FUE 67,5,0.1593
FUE 68,5,0.74511
FUE 69,5,0.90966
FUE 70,5,0.063681
FUE 71,6,0.27324
FUE 72,6,0.39519
FUE 73,6,0.0046884
FUE 74,6,0.63933
FUE 75,6,0.43336
FUE 76,6,0.89639
FUE 77,6,0.71431
FUE 78,6,0.72482
FUE 79,6,0.10191
FUE 80,6,0.012275
FUE 81,6,0.26186
FUE 82,6,0.21843
FUE 83,6,0.14511
FUE 84,6,0.011436
