,FBS,Bid
FUE 1,1,0.62782
FUE 2,1,0.91786
FUE 3,1,0.1608
FUE 4,1,0.01504
FUE 5,1,0.32251
FUE 6,1,0.99137
FUE 7,1,0.25759
FUE 8,1,0.61925
FUE 9,1,0.36045
FUE 10,1,0.49856
FUE 11,1,0.88664
FUE 12,1,0.20237
FUE 13,1,0.81878
FUE 14,1,0.99234
FUE 15,2,0.19712
FUE 16,2,0.4031
FUE 17,2,0.22976
FUE 18,2,0.13273
FUE 19,2,0.34992
FUE 20,2,0.79834
FUE 21,2,0.2846
FUE 22,2,0.57867
FUE 23,2,0.73139
FUE 24,2,0.34513
FUE 25,2,0.17496
FUE 26,2,0.027901
FUE 27,2,0.5872
FUE 28,2,0.080376
FUE 29,3,0.91767
FUE 30,3,0.15843
FUE 31,3,0.95958
FUE 32,3,0.0071337
FUE 33,3,0.82687
FUE 34,3,0.76995
FUE 35,3,0.88516
FUE 36,3,0.2522
FUE 37,3,0.88145
FUE 38,3,0.93801
FUE 39,3,0.043657
FUE 40,3,0.45527
FUE 41,3,0.20338
FUE 42,3,0.57873
FUE 43,4,0.034179
FUE 44,4,0.60012
FUE 45,4,0.86261
FUE 46,4,0.61132
FUE 47,4,0.23447
FUE 48,4,0.92069
FUE 49,4,0.49421
FUE 50,4,0.90129
FUE 51,4,0.80452
FUE 52,4,0.25256
FUE 53,4,0.63509
FUE 54,4,0.11023
FUE 55,4,0.47204
FUE 56,4,0.18843
FUE 57,5,0.27227
FUE 58,5,0.093582
FUE 59,5,0.047061
FUE 60,5,0.75689
FUE 61,5,0.75567
FUE 62,5,0.079712
FUE 63,5,0.27217
FUE 64,5,0.6235
FUE 65,5,0.61128
FUE 66,5,0.76854
FUE 67,5,0.44574
FUE 68,5,0.23147
FUE 69,5,0.85257
FUE 70,5,0.73453
FUE 71,6,0.79887
FUE 72,6,0.77317
FUE 73,6,0.23789
FUE 74,6,0.0091925
FUE 75,6,0.82131
FUE 76,6,0.0096004
FUE 77,6,0.36766
FUE 78,6,0.93994
FUE 79,6,0.76642
FUE 80,6,0.79824
FUE 81,6,0.73258
FUE 82,6,0.87153
FUE 83,6,0.0028605
FUE 84,6,0.28761
