,FBS,Bid
FUE 1,1,0.67318
FUE 2,1,0.056734
FUE 3,1,0.054571
FUE 4,1,0.56487
FUE 5,1,0.65095
FUE 6,1,0.23703
FUE 7,1,0.62692
FUE 8,1,0.53004
FUE 9,2,0.51428
FUE 10,2,0.70163
FUE 11,2,0.37369
FUE 12,2,0.61403
FUE 13,2,0.30729
FUE 14,2,0.092897
FUE 15,2,0.66292
FUE 16,2,0.028575
FUE 17,3,0.38454
FUE 18,3,0.072052
FUE 19,3,0.29192
FUE 20,3,0.21316
FUE 21,3,0.722
FUE 22,3,0.70503
FUE 23,3,0.71512
FUE 24,3,0.36122
FUE 25,4,0.54647
FUE 26,4,0.35783
FUE 27,4,0.94096
FUE 28,4,0.44479
FUE 29,4,0.11082
FUE 30,4,0.86512
FUE 31,4,0.035555
FUE 32,4,0.22326
FUE 33,5,0.13796
FUE 34,5,0.30258
FUE 35,5,0.25419
FUE 36,5,0.73118
FUE 37,5,0.63769
FUE 38,5,0.97525
FUE 39,5,0.33108
FUE 40,5,0.42069
FUE 41,6,0.48043
FUE 42,6,0.90983
FUE 43,6,0.57212
FUE 44,6,0.42484
FUE 45,6,0.45442
FUE 46,6,0.95121
FUE 47,6,0.58295
FUE 48,6,0.39144
