,FBS,Bid
FUE 1,1,0.92103
FUE 2,1,0.40068
FUE 3,1,0.4439
FUE 4,1,0.067067
FUE 5,1,0.53575
FUE 6,1,0.55404
FUE 7,1,0.26069
FUE 8,1,0.90954
FUE 9,1,0.012073
FUE 10,2,0.72531
FUE 11,2,0.85652
FUE 12,2,0.52305
FUE 13,2,0.59265
FUE 14,2,0.49587
FUE 15,2,0.060924
FUE 16,2,0.63955
FUE 17,2,0.32056
FUE 18,2,0.99312
FUE 19,3,0.23743
FUE 20,3,0.64779
FUE 21,3,0.18225
FUE 22,3,0.31377
FUE 23,3,0.5447
FUE 24,3,0.31986
FUE 25,3,0.10306
FUE 26,3,0.76075
FUE 27,3,0.85846
FUE 28,4,0.26027
FUE 29,4,0.71298
FUE 30,4,0.45756
FUE 31,4,0.51576
FUE 32,4,0.32678
FUE 33,4,0.39729
FUE 34,4,0.51668
FUE 35,4,0.53599
FUE 36,4,0.97304
FUE 37,5,0.99149
FUE 38,5,0.80406
FUE 39,5,0.23519
FUE 40,5,0.94464
FUE 41,5,0.036609
FUE 42,5,0.42454
FUE 43,5,0.39472
FUE 44,5,0.59349
FUE 45,5,0.94145
FUE 46,6,0.55019
FUE 47,6,0.26024
FUE 48,6,0.65385
FUE 49,6,0.54278
FUE 50,6,0.76098
FUE 51,6,0.68091
FUE 52,6,0.51393
FUE 53,6,0.42848
FUE 54,6,0.84489
