,FBS,Bid
FUE 1,1,0.70503
FUE 2,1,0.66634
FUE 3,1,0.55161
FUE 4,1,0.92198
FUE 5,1,0.31736
FUE 6,1,0.47322
FUE 7,1,0.1687
FUE 8,1,0.66912
FUE 9,1,0.9722
FUE 10,1,0.84695
FUE 11,1,0.33709
FUE 12,2,0.34347
FUE 13,2,0.55992
FUE 14,2,0.97656
FUE 15,2,0.23618
FUE 16,2,0.44656
FUE 17,2,0.47915
FUE 18,2,0.57157
FUE 19,2,0.44536
FUE 20,2,0.22897
FUE 21,2,0.97412
FUE 22,2,0.90954
FUE 23,3,0.17874
FUE 24,3,0.99246
FUE 25,3,0.26201
FUE 26,3,0.62801
FUE 27,3,0.79948
FUE 28,3,0.71484
FUE 29,3,0.6984
FUE 30,3,0.8494
FUE 31,3,0.61228
FUE 32,3,0.93088
FUE 33,3,0.59399
FUE 34,4,0.21979
FUE 35,4,0.81419
FUE 36,4,0.1781
FUE 37,4,0.16389
FUE 38,4,0.4211
FUE 39,4,0.78988
FUE 40,4,0.7383
FUE 41,4,0.031739
FUE 42,4,0.99757
FUE 43,4,0.98268
FUE 44,4,0.8032
FUE 45,5,0.57307
FUE 46,5,0.49701
FUE 47,5,0.83536
FUE 48,5,0.92051
FUE 49,5,0.90097
FUE 50,5,0.25893
FUE 51,5,0.74289
FUE 52,5,0.53753
FUE 53,5,0.56001
FUE 54,5,0.026086
FUE 55,5,0.74531
FUE 56,6,0.99606
FUE 57,6,0.9175
FUE 58,6,0.68535
FUE 59,6,0.90806
FUE 60,6,0.0041406
FUE 61,6,0.48255
FUE 62,6,0.91213
FUE 63,6,0.91076
FUE 64,6,0.49835
FUE 65,6,0.99523
FUE 66,6,0.097288
