,FBS,Bid
FUE 1,1,0.18915
FUE 2,1,0.15364
FUE 3,1,0.028902
FUE 4,1,0.0090849
FUE 5,1,0.59645
FUE 6,1,0.60905
FUE 7,1,0.91892
FUE 8,1,0.73357
FUE 9,2,0.30115
FUE 10,2,0.49557
FUE 11,2,0.25816
FUE 12,2,0.73285
FUE 13,2,0.11676
FUE 14,2,0.74604
FUE 15,2,0.80979
FUE 16,2,0.74523
FUE 17,3,0.33714
FUE 18,3,0.58432
FUE 19,3,0.46895
FUE 20,3,0.087265
FUE 21,3,0.82872
FUE 22,3,0.68594
FUE 23,3,0.26733
FUE 24,3,0.96948
FUE 25,4,0.18377
FUE 26,4,0.29994
FUE 27,4,0.41118
FUE 28,4,0.23649
FUE 29,4,0.19506
FUE 30,4,0.70538
FUE 31,4,0.18055
FUE 32,4,0.52233
FUE 33,5,0.29617
FUE 34,5,0.46278
FUE 35,5,0.92523
FUE 36,5,0.21589
FUE 37,5,0.0010089
FUE 38,5,0.90661
FUE 39,5,0.68004
FUE 40,5,0.51495
FUE 41,6,0.52207
FUE 42,6,0.10292
FUE 43,6,0.99688
FUE 44,6,0.35897
FUE 45,6,0.62524
FUE 46,6,0.39337
FUE 47,6,0.0076624
FUE 48,6,0.54528
