,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,61.2584,61.255,61.255,61.2528,61.2337,61.1299,61.1951,61.0341,61.0239,60.5023,60.3844,60.614,60.5972,60.4389,60.3534,60.1471,52.2333,60.0276,52.5021,59.7551,44.805,57.5351,59.4795,56.9662,51.102,56.5672,48.0944,59.1694,58.8861,55.8388,58.1839,56.3397,55.3639,58.1631,54.2965,56.4293
FUE 2,77.1685,77.1646,77.1645,77.162,77.1401,77.0215,77.096,76.9124,76.9008,76.3124,76.1806,76.4376,76.4188,76.2415,76.1461,75.9167,67.6225,75.7842,67.8958,75.4839,60.137,73.0954,75.182,72.4963,66.4751,72.0783,63.4407,74.8444,74.5378,71.3198,73.7843,71.8409,70.8279,73.7622,69.7286,71.9343
FUE 3,58.2202,58.2171,58.2171,58.2151,58.1974,58.1018,58.1619,58.0133,58.0039,57.5197,57.4097,57.6237,57.6081,57.4606,57.3807,57.1877,49.5087,57.0756,49.7745,56.8193,42.1186,54.7007,56.5591,54.1507,48.388,53.7636,45.3984,56.2653,55.9959,53.0544,55.3247,53.5424,52.5904,55.3048,51.5437,53.6296
FUE 4,84.6148,84.6109,84.6109,84.6084,84.5863,84.4672,84.5421,84.3577,84.3461,83.7555,83.6233,83.8812,83.8622,83.6844,83.5886,83.3585,75.0527,83.2256,75.3261,82.9244,67.5656,80.5307,82.6216,79.9306,73.9049,79.5121,70.8696,82.2832,81.9759,78.7527,81.2208,79.2744,78.2603,81.1986,77.1601,79.368
FUE 5,57.8372,57.834,57.8339,57.8319,57.8139,57.7164,57.7777,57.6263,57.6167,57.124,57.0121,57.2297,57.2138,57.0639,56.9827,56.7867,49.0525,56.6728,49.3191,56.4128,41.6533,54.2706,56.1491,53.7162,47.9294,53.3262,44.9354,55.8515,55.5789,52.6125,54.9005,53.1036,52.1459,54.8804,51.0943,53.1913
FUE 6,57.5602,57.5568,57.5567,57.5545,57.535,57.4293,57.4957,57.3318,57.3214,56.7912,56.6715,56.9046,56.8876,56.7269,56.64,56.4308,48.4651,56.3095,48.7346,56.0334,41.0287,53.7907,55.7543,53.2177,47.3316,52.816,44.3202,55.4405,55.1541,52.0835,54.4449,52.5872,51.6062,54.424,50.5344,52.6773
FUE 7,60.1536,60.1506,60.1505,60.1486,60.1313,60.0376,60.0966,59.951,59.9417,59.4667,59.3586,59.5688,59.5535,59.4086,59.3302,59.1404,51.5215,59.0301,51.7865,58.7778,44.1417,56.6849,58.5215,56.1398,50.4037,55.7557,47.4189,58.2318,57.9659,55.0515,57.3026,55.5362,54.5903,57.2829,53.5491,55.6227
FUE 8,66.9453,66.9419,66.9419,66.9397,66.9207,66.818,66.8826,66.7231,66.713,66.1961,66.0792,66.3068,66.2902,66.1333,66.0485,65.8438,57.9586,65.7252,58.227,65.4548,50.5348,63.2472,65.181,62.6806,56.8286,62.283,53.8231,64.873,64.5914,61.5569,63.8929,62.0563,61.0833,63.8723,60.0185,62.1456
FUE 9,122.6851,122.6813,122.6812,122.6788,122.6571,122.5398,122.6135,122.4318,122.4204,121.8377,121.7071,121.9618,121.9431,121.7675,121.6729,121.4455,113.1825,121.3142,113.4554,121.0162,105.7016,118.6417,120.7165,118.045,112.0364,117.6286,109.0041,120.3812,120.0765,116.8725,119.3273,117.392,116.382,119.3053,115.2853,117.4851
FUE 10,55.1827,55.1798,55.1797,55.1779,55.1613,55.0715,55.128,54.9884,54.9795,54.5226,54.4184,54.621,54.6062,54.4666,54.391,54.2077,46.7115,54.1011,46.9749,53.8569,39.353,51.8159,53.6083,51.2807,45.5997,50.903,42.6249,53.3268,53.0681,50.209,52.4207,50.6869,49.7537,52.4015,48.7237,50.7721
