,FBS,Bid
FUE 1,1,0.2963
FUE 2,1,0.83427
FUE 3,1,0.76258
FUE 4,1,0.72088
FUE 5,1,0.92774
FUE 6,1,0.13565
FUE 7,1,0.47349
FUE 8,1,0.94192
FUE 9,1,0.93685
FUE 10,1,0.77445
FUE 11,1,0.31526
FUE 12,2,0.99953
FUE 13,2,0.69093
FUE 14,2,0.8562
FUE 15,2,0.098564
FUE 16,2,0.81688
FUE 17,2,0.45316
FUE 18,2,0.060718
FUE 19,2,0.4839
FUE 20,2,0.6229
FUE 21,2,0.097395
FUE 22,2,0.30995
FUE 23,3,0.60332
FUE 24,3,0.74572
FUE 25,3,0.38018
FUE 26,3,0.33524
FUE 27,3,0.13691
FUE 28,3,0.48179
FUE 29,3,0.90909
FUE 30,3,0.2691
FUE 31,3,0.21936
FUE 32,3,0.27262
FUE 33,3,0.68873
FUE 34,4,0.090797
FUE 35,4,0.85152
FUE 36,4,0.33317
FUE 37,4,0.33677
FUE 38,4,0.25476
FUE 39,4,0.87647
FUE 40,4,0.14661
FUE 41,4,0.27582
FUE 42,4,0.67381
FUE 43,4,0.50792
FUE 44,4,0.63759
FUE 45,5,0.61466
FUE 46,5,0.62398
FUE 47,5,0.0067538
FUE 48,5,0.48091
FUE 49,5,0.053351
FUE 50,5,0.55934
FUE 51,5,0.22971
FUE 52,5,0.79223
FUE 53,5,0.47257
FUE 54,5,0.64245
FUE 55,5,0.16014
FUE 56,6,0.70284
FUE 57,6,0.055193
FUE 58,6,0.97487
FUE 59,6,0.80929
FUE 60,6,0.30815
FUE 61,6,0.81675
FUE 62,6,0.81807
FUE 63,6,0.16677
FUE 64,6,0.10418
FUE 65,6,0.12865
FUE 66,6,0.14548
