,FBS,Bid
FUE 1,1,0.92674
FUE 2,1,0.45217
FUE 3,1,0.43856
FUE 4,1,0.44431
FUE 5,1,0.20402
FUE 6,1,0.188
FUE 7,1,0.1042
FUE 8,1,0.82104
FUE 9,1,0.1446
FUE 10,1,0.98331
FUE 11,1,0.8442
FUE 12,1,0.12384
FUE 13,2,0.63536
FUE 14,2,0.62806
FUE 15,2,0.82378
FUE 16,2,0.73899
FUE 17,2,0.87063
FUE 18,2,0.71663
FUE 19,2,0.52949
FUE 20,2,0.077409
FUE 21,2,0.80914
FUE 22,2,0.89209
FUE 23,2,0.65226
FUE 24,2,0.77452
FUE 25,3,0.19336
FUE 26,3,0.77267
FUE 27,3,0.18484
FUE 28,3,0.48915
FUE 29,3,0.80587
FUE 30,3,0.062117
FUE 31,3,0.85124
FUE 32,3,0.78289
FUE 33,3,0.75618
FUE 34,3,0.087309
FUE 35,3,0.54537
FUE 36,3,0.27313
FUE 37,4,0.58497
FUE 38,4,0.72359
FUE 39,4,0.4115
FUE 40,4,0.17599
FUE 41,4,0.65643
FUE 42,4,0.1686
FUE 43,4,0.51091
FUE 44,4,0.43853
FUE 45,4,0.19995
FUE 46,4,0.36231
FUE 47,4,0.9612
FUE 48,4,0.11853
FUE 49,5,0.92424
FUE 50,5,0.34374
FUE 51,5,0.08786
FUE 52,5,0.79081
FUE 53,5,0.50192
FUE 54,5,0.075825
FUE 55,5,0.58966
FUE 56,5,0.66407
FUE 57,5,0.6634
FUE 58,5,0.85059
FUE 59,5,0.90713
FUE 60,5,0.61037
FUE 61,6,0.99259
FUE 62,6,0.57325
FUE 63,6,0.14514
FUE 64,6,0.69806
FUE 65,6,0.9138
FUE 66,6,0.69736
FUE 67,6,0.52105
FUE 68,6,0.31609
FUE 69,6,0.6977
FUE 70,6,0.19357
FUE 71,6,0.84059
FUE 72,6,0.78508
