,FBS,Bid
FUE 1,1,0.50553
FUE 2,1,0.94158
FUE 3,1,0.92582
FUE 4,1,0.64584
FUE 5,1,0.0866
FUE 6,1,0.94236
FUE 7,1,0.30639
FUE 8,1,0.3437
FUE 9,1,0.41319
FUE 10,1,0.40106
FUE 11,2,0.88155
FUE 12,2,0.33027
FUE 13,2,0.52791
FUE 14,2,0.14176
FUE 15,2,0.92709
FUE 16,2,0.73291
FUE 17,2,0.86346
FUE 18,2,0.98184
FUE 19,2,0.13924
FUE 20,2,0.87938
FUE 21,3,0.90927
FUE 22,3,0.2894
FUE 23,3,0.5627
FUE 24,3,0.46363
FUE 25,3,0.93804
FUE 26,3,0.025269
FUE 27,3,0.84406
FUE 28,3,0.021131
FUE 29,3,0.50423
FUE 30,3,0.15944
FUE 31,4,0.32308
FUE 32,4,0.41706
FUE 33,4,0.83045
FUE 34,4,0.8283
FUE 35,4,0.19239
FUE 36,4,0.028054
FUE 37,4,0.040703
FUE 38,4,0.31886
FUE 39,4,0.37625
FUE 40,4,0.80331
FUE 41,5,0.95688
FUE 42,5,0.78008
FUE 43,5,0.6031
FUE 44,5,0.79524
FUE 45,5,0.49248
FUE 46,5,0.51429
FUE 47,5,0.28402
FUE 48,5,0.45123
FUE 49,5,0.87667
FUE 50,5,0.23564
FUE 51,6,0.50219
FUE 52,6,0.58042
FUE 53,6,0.30361
FUE 54,6,0.13278
FUE 55,6,0.37838
FUE 56,6,0.20769
FUE 57,6,0.58592
FUE 58,6,0.26417
FUE 59,6,0.17523
FUE 60,6,0.47905
