,FBS,Bid
FUE 1,1,0.66752
FUE 2,1,0.040496
FUE 3,1,0.63411
FUE 4,1,0.71041
FUE 5,1,0.49503
FUE 6,1,0.7518
FUE 7,1,0.35545
FUE 8,1,0.56707
FUE 9,1,0.50117
FUE 10,2,0.77601
FUE 11,2,0.65595
FUE 12,2,0.75834
FUE 13,2,0.79189
FUE 14,2,0.016353
FUE 15,2,0.72757
FUE 16,2,0.6277
FUE 17,2,0.832
FUE 18,2,0.16392
FUE 19,3,0.9827
FUE 20,3,0.80825
FUE 21,3,0.63028
FUE 22,3,0.72363
FUE 23,3,0.24265
FUE 24,3,0.69451
FUE 25,3,0.60749
FUE 26,3,0.012743
FUE 27,3,0.97652
FUE 28,4,0.91329
FUE 29,4,0.47996
FUE 30,4,0.60952
FUE 31,4,0.30162
FUE 32,4,0.76252
FUE 33,4,0.33226
FUE 34,4,0.24326
FUE 35,4,0.38261
FUE 36,4,0.058972
FUE 37,5,0.59201
FUE 38,5,0.27079
FUE 39,5,0.1428
FUE 40,5,0.65013
FUE 41,5,0.91942
FUE 42,5,0.92423
FUE 43,5,0.32607
FUE 44,5,0.93116
FUE 45,5,0.42039
FUE 46,6,0.58898
FUE 47,6,0.2193
FUE 48,6,0.98219
FUE 49,6,0.98018
FUE 50,6,0.24261
FUE 51,6,0.76157
FUE 52,6,0.040263
FUE 53,6,0.57685
FUE 54,6,0.70083
