,FBS,Bid
FUE 1,1,0.13504
FUE 2,1,0.85204
FUE 3,1,0.78837
FUE 4,1,0.68197
FUE 5,1,0.38863
FUE 6,1,0.86721
FUE 7,1,0.18136
FUE 8,1,0.21254
FUE 9,1,0.96241
FUE 10,2,0.43378
FUE 11,2,0.59556
FUE 12,2,0.75455
FUE 13,2,0.6923
FUE 14,2,0.44393
FUE 15,2,0.61575
FUE 16,2,0.1672
FUE 17,2,0.64877
FUE 18,2,0.24784
FUE 19,3,0.51567
FUE 20,3,0.56633
FUE 21,3,0.72164
FUE 22,3,0.33124
FUE 23,3,0.99059
FUE 24,3,0.31856
FUE 25,3,0.17149
FUE 26,3,0.79195
FUE 27,3,0.051955
FUE 28,4,0.7919
FUE 29,4,0.86164
FUE 30,4,0.10643
FUE 31,4,0.17387
FUE 32,4,0.014835
FUE 33,4,0.28564
FUE 34,4,0.007368
FUE 35,4,0.76201
FUE 36,4,0.87993
FUE 37,5,0.79541
FUE 38,5,0.26565
FUE 39,5,0.62339
FUE 40,5,0.052677
FUE 41,5,0.73715
FUE 42,5,0.33756
FUE 43,5,0.68184
FUE 44,5,0.32199
FUE 45,5,0.21373
FUE 46,6,0.66265
FUE 47,6,0.0011688
FUE 48,6,0.75171
FUE 49,6,0.73716
FUE 50,6,0.55456
FUE 51,6,0.99608
FUE 52,6,0.38178
FUE 53,6,0.85159
FUE 54,6,0.95635
