,FBS,Bid
FUE 1,1,0.26404
FUE 2,1,0.32804
FUE 3,1,0.40196
FUE 4,1,0.45786
FUE 5,1,0.47891
FUE 6,1,0.76605
FUE 7,1,0.43934
FUE 8,1,0.91892
FUE 9,1,0.041
FUE 10,1,0.66198
FUE 11,1,0.49948
FUE 12,1,0.55725
FUE 13,1,0.826
FUE 14,2,0.66728
FUE 15,2,0.59971
FUE 16,2,0.92623
FUE 17,2,0.39161
FUE 18,2,0.58821
FUE 19,2,0.85474
FUE 20,2,0.46058
FUE 21,2,0.27355
FUE 22,2,0.76283
FUE 23,2,0.38619
FUE 24,2,0.9657
FUE 25,2,0.0027324
FUE 26,2,0.28266
FUE 27,3,0.18925
FUE 28,3,0.68102
FUE 29,3,0.71775
FUE 30,3,0.4351
FUE 31,3,0.36297
FUE 32,3,0.25493
FUE 33,3,0.87245
FUE 34,3,0.41001
FUE 35,3,0.68167
FUE 36,3,0.17174
FUE 37,3,0.15167
FUE 38,3,0.60859
FUE 39,3,0.89721
FUE 40,4,0.69889
FUE 41,4,0.9885
FUE 42,4,0.18238
FUE 43,4,0.38463
FUE 44,4,0.07059
FUE 45,4,0.48916
FUE 46,4,0.40081
FUE 47,4,0.71431
FUE 48,4,0.15715
FUE 49,4,0.13849
FUE 50,4,0.70272
FUE 51,4,0.29308
FUE 52,4,0.76564
FUE 53,5,0.77734
FUE 54,5,0.68747
FUE 55,5,0.61654
FUE 56,5,0.24473
FUE 57,5,0.29319
FUE 58,5,0.34273
FUE 59,5,0.56206
FUE 60,5,0.073983
FUE 61,5,0.19269
FUE 62,5,0.46058
FUE 63,5,0.69959
FUE 64,5,0.897
FUE 65,5,0.11184
FUE 66,6,0.74398
FUE 67,6,0.53446
FUE 68,6,0.0089849
FUE 69,6,0.50866
FUE 70,6,0.92208
FUE 71,6,0.095441
FUE 72,6,0.58216
FUE 73,6,0.94883
FUE 74,6,0.93624
FUE 75,6,0.65982
FUE 76,6,0.097317
FUE 77,6,0.71235
FUE 78,6,0.85791
