,FBS,Bid
FUE 1,1,0.31363
FUE 2,1,0.95094
FUE 3,1,0.73595
FUE 4,1,0.015703
FUE 5,1,0.62973
FUE 6,1,0.019936
FUE 7,1,0.51537
FUE 8,1,0.20147
FUE 9,1,0.19414
FUE 10,1,0.40116
FUE 11,1,0.34977
FUE 12,1,0.99344
FUE 13,2,0.42389
FUE 14,2,0.26514
FUE 15,2,0.81879
FUE 16,2,0.11523
FUE 17,2,0.30036
FUE 18,2,0.59662
FUE 19,2,0.13201
FUE 20,2,0.21501
FUE 21,2,0.052722
FUE 22,2,0.77861
FUE 23,2,0.98595
FUE 24,2,0.43844
FUE 25,3,0.78665
FUE 26,3,0.76671
FUE 27,3,0.44792
FUE 28,3,0.45636
FUE 29,3,0.45906
FUE 30,3,0.94011
FUE 31,3,0.28575
FUE 32,3,0.29458
FUE 33,3,0.20035
FUE 34,3,0.59509
FUE 35,3,0.62401
FUE 36,3,0.83772
FUE 37,4,0.87958
FUE 38,4,0.7924
FUE 39,4,0.70582
FUE 40,4,0.13125
FUE 41,4,0.51502
FUE 42,4,0.62961
FUE 43,4,0.92137
FUE 44,4,0.79451
FUE 45,4,0.18839
FUE 46,4,0.70553
FUE 47,4,0.86288
FUE 48,4,0.21886
FUE 49,5,0.76405
FUE 50,5,0.023665
FUE 51,5,0.41456
FUE 52,5,0.29141
FUE 53,5,0.47063
FUE 54,5,0.79661
FUE 55,5,0.48912
FUE 56,5,0.041835
FUE 57,5,0.37415
FUE 58,5,0.68324
FUE 59,5,0.2475
FUE 60,5,0.37999
FUE 61,6,0.55174
FUE 62,6,0.30429
FUE 63,6,0.70998
FUE 64,6,0.8431
FUE 65,6,0.24841
FUE 66,6,0.86973
FUE 67,6,0.52439
FUE 68,6,0.88054
FUE 69,6,0.0584
FUE 70,6,0.052945
FUE 71,6,0.18672
FUE 72,6,0.74734
