,FBS,Bid
FUE 1,1,0.93147
FUE 2,1,0.96185
FUE 3,1,0.15639
FUE 4,1,0.17999
FUE 5,1,0.75487
FUE 6,1,0.91187
FUE 7,1,0.49948
FUE 8,1,0.25258
FUE 9,1,0.10148
FUE 10,1,0.87192
FUE 11,1,0.51137
FUE 12,1,0.70579
FUE 13,1,0.27112
FUE 14,2,0.13249
FUE 15,2,0.013691
FUE 16,2,0.87437
FUE 17,2,0.2875
FUE 18,2,0.8705
FUE 19,2,0.35747
FUE 20,2,0.77698
FUE 21,2,0.79554
FUE 22,2,0.69573
FUE 23,2,0.63912
FUE 24,2,0.78644
FUE 25,2,0.097243
FUE 26,2,0.31428
FUE 27,3,0.6235
FUE 28,3,0.10071
FUE 29,3,0.53843
FUE 30,3,0.088071
FUE 31,3,0.87076
FUE 32,3,0.57572
FUE 33,3,0.74774
FUE 34,3,0.34687
FUE 35,3,0.69542
FUE 36,3,0.07105
FUE 37,3,0.77839
FUE 38,3,0.07992
FUE 39,3,0.98234
FUE 40,4,0.16825
FUE 41,4,0.75109
FUE 42,4,0.89444
FUE 43,4,0.66706
FUE 44,4,0.44835
FUE 45,4,0.84257
FUE 46,4,0.83058
FUE 47,4,0.41114
FUE 48,4,0.79392
FUE 49,4,0.98963
FUE 50,4,0.23568
FUE 51,4,0.52371
FUE 52,4,0.75321
FUE 53,5,0.28464
FUE 54,5,0.55234
FUE 55,5,0.017229
FUE 56,5,0.95156
FUE 57,5,0.36793
FUE 58,5,0.5651
FUE 59,5,0.99508
FUE 60,5,0.64143
FUE 61,5,0.67899
FUE 62,5,0.84813
FUE 63,5,0.97535
FUE 64,5,0.54279
FUE 65,5,0.45573
FUE 66,6,0.19276
FUE 67,6,0.67545
FUE 68,6,0.27423
FUE 69,6,0.55037
FUE 70,6,0.10077
FUE 71,6,0.83982
FUE 72,6,0.72224
FUE 73,6,0.02006
FUE 74,6,0.076026
FUE 75,6,0.43708
FUE 76,6,0.74193
FUE 77,6,0.70231
FUE 78,6,0.23791
