,FBS,Bid
FUE 1,1,0.70746
FUE 2,1,0.40758
FUE 3,1,0.94586
FUE 4,1,0.24235
FUE 5,1,0.51744
FUE 6,1,0.6686
FUE 7,1,0.31859
FUE 8,1,0.53596
FUE 9,1,0.94024
FUE 10,1,0.67715
FUE 11,1,0.56883
FUE 12,1,0.55191
FUE 13,1,0.56598
FUE 14,1,0.47857
FUE 15,2,0.65429
FUE 16,2,0.96196
FUE 17,2,0.048498
FUE 18,2,0.15548
FUE 19,2,0.34156
FUE 20,2,0.80588
FUE 21,2,0.031397
FUE 22,2,0.98682
FUE 23,2,0.68392
FUE 24,2,0.48905
FUE 25,2,0.41566
FUE 26,2,0.93596
FUE 27,2,0.82207
FUE 28,2,0.12199
FUE 29,3,0.31386
FUE 30,3,0.31647
FUE 31,3,0.29763
FUE 32,3,0.97862
FUE 33,3,0.3878
FUE 34,3,0.97402
FUE 35,3,0.98964
FUE 36,3,0.10538
FUE 37,3,0.66493
FUE 38,3,0.25278
FUE 39,3,0.35061
FUE 40,3,0.81658
FUE 41,3,0.13414
FUE 42,3,0.99466
FUE 43,4,0.091685
FUE 44,4,0.99357
FUE 45,4,0.18004
FUE 46,4,0.67648
FUE 47,4,0.06931
FUE 48,4,0.97757
FUE 49,4,0.48082
FUE 50,4,0.56048
FUE 51,4,0.70953
FUE 52,4,0.99166
FUE 53,4,0.5578
FUE 54,4,0.22263
FUE 55,4,0.41617
FUE 56,4,0.12953
FUE 57,5,0.50401
FUE 58,5,0.075751
FUE 59,5,0.080559
FUE 60,5,0.3947
FUE 61,5,0.62846
FUE 62,5,0.63246
FUE 63,5,0.0097063
FUE 64,5,0.73176
FUE 65,5,0.17176
FUE 66,5,0.83706
FUE 67,5,0.4657
FUE 68,5,0.64255
FUE 69,5,0.1614
FUE 70,5,0.25978
FUE 71,6,0.99236
FUE 72,6,0.98589
FUE 73,6,0.59189
FUE 74,6,0.8815
FUE 75,6,0.37068
FUE 76,6,0.18774
FUE 77,6,0.8544
FUE 78,6,0.5842
FUE 79,6,0.49664
FUE 80,6,0.97581
FUE 81,6,0.73885
FUE 82,6,0.66548
FUE 83,6,0.21917
FUE 84,6,0.56865
