,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,56.9542,56.9518,56.946,56.9304,56.5779,56.733,56.7709,56.543,56.4995,56.3908,56.0035,56.1925,55.2777,53.4092,49.0243,49.5236,55.4162,54.9187,46.3403,51.2884,54.577,54.1749,53.9068,51.3284,53.5259,52.5659,41.8696,29.2073,44.6138,43.2999,53.4498,32.8961,43.3027,52.9694,50.0477,52.0441
FUE 2,57.3722,57.3699,57.3642,57.3489,57.0024,57.1549,57.1921,56.968,56.9252,56.8182,56.4367,56.6229,55.7204,53.8703,49.5073,50.005,55.8572,55.3656,46.8291,51.7628,55.0275,54.6294,54.3637,51.8025,53.9861,53.0331,42.3627,29.7027,45.1047,43.7921,53.9105,33.3913,43.7949,53.4338,50.5273,52.5144
FUE 3,76.6548,76.653,76.6485,76.6365,76.3625,76.4837,76.5131,76.3351,76.3008,76.215,75.9056,76.0572,75.3114,73.7078,69.6584,70.1334,75.4262,75.0111,67.0676,71.7878,74.7216,74.3766,74.1442,71.8248,73.8107,72.9551,62.6682,50.0439,65.3773,64.083,73.7436,53.7298,64.0858,73.3172,70.629,72.4819
FUE 4,89.9583,89.9566,89.9525,89.9413,89.6853,89.7986,89.8261,89.6597,89.6276,89.5472,89.2565,89.3991,88.6947,87.1602,83.2065,83.6742,88.8035,88.4093,80.6439,85.2963,88.1332,87.8031,87.5801,85.3324,87.2594,86.4324,76.2668,63.6544,78.9649,77.6766,87.1947,67.3394,77.6794,86.783,84.1613,85.9728
FUE 5,54.1849,54.1825,54.177,54.1621,53.8235,53.9726,54.009,53.79,53.7481,53.6434,53.2697,53.4521,52.5663,50.7413,46.4084,46.9041,52.7007,52.2171,43.7382,48.652,51.8841,51.4913,51.229,48.6915,50.8558,49.9124,39.2779,26.6211,42.017,40.706,50.7811,30.3095,40.7088,50.3093,47.4238,49.3982
FUE 6,68.9849,68.983,68.9783,68.9658,68.6798,68.8062,68.8369,68.6513,68.6156,68.5263,68.2049,68.3623,67.5898,65.9427,61.835,62.3143,67.7084,67.2801,59.2272,63.9882,66.9821,66.6277,66.3893,64.0257,66.0479,65.1746,54.8147,42.1833,57.5303,56.2324,65.9793,45.8698,56.2352,65.5438,62.815,64.693
FUE 7,56.4286,56.4272,56.4239,56.415,56.2098,56.3009,56.3229,56.1891,56.1632,56.098,55.8606,55.9774,55.3939,54.0718,50.4364,50.8789,55.4851,55.153,47.9741,52.3909,54.9177,54.6336,54.4399,52.4241,54.1591,53.424,43.6777,31.11,46.3357,45.0697,54.1022,34.7915,45.0724,53.7375,51.3369,53.009
FUE 8,59.6286,59.6272,59.6238,59.6147,59.405,59.4981,59.5206,59.3839,59.3574,59.2909,59.0487,59.1678,58.5733,57.2311,53.5638,54.0089,58.6661,58.3282,51.091,55.5321,58.0891,57.8006,57.6041,55.5656,57.3195,56.5754,46.7861,34.2136,49.4483,48.18,57.2619,37.8954,48.1827,56.8926,54.4699,56.1561
FUE 9,72.1368,72.1349,72.1305,72.1186,71.8459,71.9665,71.9957,71.8186,71.7845,71.6991,71.3911,71.5421,70.7993,69.2009,65.1584,65.6329,70.9137,70.5002,62.5696,67.2849,70.2117,69.8678,69.636,67.3218,69.3035,68.45,58.1718,45.5483,60.8801,59.5862,69.2365,49.2342,59.589,68.8112,66.1278,67.9777
FUE 10,66.0648,66.0628,66.0581,66.0453,65.7541,65.8827,65.914,65.7251,65.6888,65.5979,65.2712,65.4312,64.6471,62.9813,58.8488,59.33,64.7673,64.3333,56.2341,61.0121,64.0316,63.6732,63.4323,61.0498,63.0875,62.2066,51.8161,39.1818,54.5344,53.2349,63.0182,42.8684,53.2377,62.5788,59.8328,61.7215
FUE 11,56.1235,56.1221,56.1188,56.1098,55.9025,55.9945,56.0168,55.8816,55.8554,55.7897,55.5501,55.668,55.0795,53.7483,50.0984,50.5421,55.1714,54.8367,47.6313,52.0592,54.5997,54.3135,54.1186,52.0925,53.8361,53.0969,43.3311,30.7611,45.9909,44.7239,53.7788,34.4428,44.7266,53.4121,51.0014,52.68
FUE 12,54.1859,54.1831,54.1764,54.1609,53.8293,53.8111,53.9494,53.9001,53.4243,53.2004,53.6128,52.4997,50.2308,48.1479,50.3664,45.2676,51.9955,51.9609,41.0476,37.526,49.8691,48.0807,51.3769,37.4082,51.2075,51.1905,35.2854,42.7384,26.1377,29.4441,49.7943,39.1497,24.2112,49.8344,36.3238,44.7547
FUE 13,62.7553,62.7536,62.7495,62.74,62.5336,62.5221,62.609,62.5781,62.2735,62.126,62.3956,61.648,59.9457,58.2125,60.0534,55.629,61.2893,61.2643,51.6168,48.1678,59.655,58.1544,60.8333,48.0516,60.7055,60.6926,45.9509,53.2463,36.8342,40.1356,59.5943,49.765,34.9092,59.6269,46.9798,55.1527
FUE 14,84.4956,84.4936,84.4887,84.4773,84.2315,84.2179,84.3211,84.2844,83.9249,83.7524,84.0685,83.2,81.2966,79.4307,81.4146,76.7294,82.7912,82.7629,72.6317,69.1523,80.9795,79.369,82.278,69.0354,82.1354,82.121,66.9254,74.2867,57.7956,61.0992,80.9135,70.7607,55.87,80.9489,67.9584,76.2382
