,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,66.0801,66.0654,66.0507,66.0567,66.0421,66.0356,65.9686,65.7702,65.7679,65.7178,65.7957,65.7994,63.2402,65.5134,65.0922,60.2467,65.2255,64.6088,61.194,60.0663,64.2612,64.7421,61.3718,63.6565,59.6435,63.3825,64.5599,54.0019,62.3404,63.5495,61.9745,63.2904,33.7385,62.9039,61.4035,62.978
FUE 2,76.9871,76.9697,76.9522,76.9593,76.9419,76.9342,76.8548,76.6208,76.6181,76.5593,76.6508,76.6551,73.7681,76.3206,75.8345,70.5831,75.9876,75.2849,71.5767,70.395,74.8947,75.4357,71.7644,74.2243,69.9555,73.9235,75.2298,64.1966,72.7953,74.1066,72.4042,73.823,43.8904,73.4027,71.7979,73.483
FUE 3,58.686,58.6726,58.659,58.6646,58.6511,58.6451,58.5835,58.4004,58.3983,58.3519,58.424,58.4273,56.0178,58.1625,57.7701,53.1198,57.8946,57.3167,54.0435,52.9434,56.9888,57.4421,54.2162,56.4151,52.5293,56.1537,57.2707,46.9499,55.1536,56.3131,54.8003,56.0658,26.7098,55.6957,54.247,55.7667
FUE 4,67.8339,67.8175,67.801,67.8077,67.7913,67.7841,67.7091,67.4878,67.4853,67.4296,67.5162,67.5203,64.7474,67.2031,66.7398,61.6264,66.8859,66.2133,62.6047,61.4409,65.8378,66.358,62.7891,65.1899,61.0068,64.8983,66.1603,55.2861,63.7992,65.0759,63.4165,64.8006,34.9936,64.3918,62.822,64.47
FUE 5,54.5237,54.5094,54.495,54.5008,54.4865,54.4801,54.4145,54.22,54.2177,54.1686,54.245,54.2486,51.7268,53.968,53.554,48.7566,53.6851,53.0781,49.6982,48.5772,52.7354,53.2094,49.8748,52.1384,48.1565,51.8675,53.0299,42.5299,50.8357,52.0327,50.473,51.7765,22.272,51.394,49.9063,51.4673
FUE 6,73.5206,73.5024,73.484,73.4914,73.4732,73.4651,73.3817,73.1365,73.1336,73.0721,73.1679,73.1723,70.1874,72.8228,72.3167,66.9493,72.4759,71.7473,67.9554,66.7592,71.3445,71.9033,68.1459,70.6549,66.3151,70.3465,71.6903,60.5254,69.194,70.5342,68.7959,70.2435,40.2083,69.8136,68.1799,69.8957
FUE 7,54.8492,54.8367,54.8242,54.8293,54.8169,54.8113,54.7543,54.5846,54.5827,54.5396,54.6065,54.6096,52.3356,54.3633,53.9966,49.5289,54.1132,53.5702,50.4295,49.3563,53.2604,53.6884,50.5975,52.7151,48.9507,52.4656,53.5268,43.4333,51.505,52.6179,51.1637,52.3815,23.217,52.0267,50.6274,52.0949
FUE 8,79.2744,79.2581,79.2417,79.2484,79.232,79.2248,79.1503,78.9302,78.9277,78.8723,78.9585,78.9625,76.201,78.647,78.186,73.0865,78.3315,77.6618,74.0632,72.9013,77.2878,77.8059,74.2473,76.6422,72.4678,76.3515,77.6091,66.751,75.2553,76.5285,74.8735,76.2541,46.46,75.8464,74.2802,75.9244
FUE 9,61.2251,61.2045,61.1837,61.1921,61.1715,61.1623,61.0683,60.7931,60.79,60.7213,60.8283,60.8333,57.5979,60.4438,59.8859,54.2323,60.0607,59.2655,55.2681,54.0373,58.8308,59.4348,55.465,58.0935,53.5828,57.7663,59.2039,47.7217,56.5545,57.9652,56.1394,57.6572,27.3795,57.2039,55.5002,57.2903
FUE 10,63.15,63.1328,63.1153,63.1224,63.1052,63.0975,63.0186,62.786,62.7834,62.7249,62.8159,62.8201,59.9462,62.4877,62.0041,56.7683,62.1564,61.4572,57.7602,56.5805,61.0687,61.6073,57.9476,60.4008,56.1416,60.1011,61.4023,50.3869,58.9761,60.2835,58.586,60.0008,30.0822,59.5818,57.981,59.6619
