,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,79.5935,79.5436,79.5187,79.4218,78.9799,79.084,78.9154,78.8516,79.2416,77.0492,76.0861,76.3946,73.5618,72.1134,74.9657,69.7478,68.9589,78.0893,72.0627,74.6291,67.0316,73.3583,77.5071,61.5837,76.5922,75.7042,72.8964,70.245,76.6343,66.7545,77.0151,76.702,74.3901,74.8284,73.5386,75.8008
FUE 2,67.9337,67.8856,67.8615,67.7679,67.3401,67.4411,67.2776,67.2157,67.5936,65.457,64.5109,64.8143,62.0171,60.5796,63.4062,58.2258,57.4395,66.474,60.5292,63.0736,55.517,61.8153,65.9054,50.0754,65.0085,64.1348,61.3571,58.721,65.0499,55.2405,65.4236,65.1163,62.8373,63.2705,61.9941,64.23
FUE 3,68.3139,68.2543,68.2246,68.1092,67.5892,67.711,67.5141,67.44,67.896,65.4064,64.3571,64.691,61.684,60.1832,63.1593,57.7628,56.9614,66.5665,60.1309,62.8033,55.0117,61.4719,65.9132,49.5353,64.9059,63.9464,60.9922,58.2691,64.9518,54.7322,65.3689,65.0257,62.5515,63.0139,61.6598,64.05
FUE 4,74.0261,73.9741,73.9481,73.847,73.3875,73.4956,73.3205,73.2544,73.6593,71.398,70.4141,70.7287,67.8534,66.3918,69.2748,64.0125,63.2204,72.4663,66.3407,68.9335,61.2874,67.6477,71.8674,55.8323,70.9305,70.0252,67.1814,64.512,70.9736,61.0097,71.363,71.0427,68.6914,69.1356,67.8299,70.1235
FUE 5,59.9634,59.8962,59.8627,59.733,59.1535,59.2884,59.0704,58.9885,59.4944,56.7909,55.684,56.0346,52.9158,51.3829,54.4361,48.9294,48.1206,58.0343,51.3297,54.0677,46.1576,52.6985,57.3311,40.6646,56.261,55.2544,52.2079,49.4412,56.3095,45.8767,56.751,56.3875,53.8079,54.2855,52.891,55.3627
FUE 6,70.3277,70.2772,70.252,70.1537,69.7065,69.8118,69.6412,69.5767,69.9712,67.7575,66.7879,67.0983,64.2523,62.7997,65.6616,60.4298,59.6399,68.8064,62.7488,65.3236,57.7107,64.0481,68.219,52.2606,67.2972,66.4038,63.5848,60.9277,67.3397,57.4335,67.7232,67.4078,65.0836,65.5237,64.229,66.501
FUE 7,84.3915,84.3405,84.315,84.2159,83.7647,83.8709,83.6989,83.6338,84.0317,81.8027,80.8285,81.1402,78.2847,76.8292,79.698,74.4562,73.6656,82.8578,76.7782,79.3588,71.7352,78.08,82.2667,66.2834,81.3401,80.4428,77.6157,74.9546,81.3827,71.4578,81.7681,81.4511,79.1182,79.5596,78.2613,80.5403
FUE 8,60.9195,60.8555,60.8236,60.7,60.1458,60.2751,60.066,59.9874,60.4722,57.8583,56.7751,57.1188,54.0456,52.5256,55.5476,50.0854,49.2795,59.0671,52.4728,55.1843,47.3219,53.8304,58.3847,41.8355,57.3405,56.3532,53.3441,50.595,57.3879,47.0415,57.8193,57.4642,54.9277,55.3991,54.021,56.4596
FUE 9,77.6792,77.6234,77.5955,77.4873,76.9972,77.1122,76.9261,76.8559,77.2867,74.9088,73.8909,74.2155,71.2712,69.7889,72.721,67.3878,66.5907,76.0244,69.7372,72.372,64.6488,71.0622,75.3975,59.1824,74.4242,73.4906,70.5888,67.8909,74.4687,64.3702,74.8725,74.5403,72.1248,72.5785,71.2474,73.5917
FUE 10,70.4933,70.4382,70.4107,70.3038,69.8194,69.9331,69.7491,69.6797,70.1056,67.7493,66.7377,67.0605,64.1287,62.6501,65.5734,60.2529,59.4567,68.8562,62.5985,65.2257,57.5164,63.9203,68.2345,52.052,67.2679,66.3394,63.4481,60.7553,67.3121,57.2379,67.7133,67.3832,64.9794,65.4315,64.1049,66.4401
