,FBS,Bid
FUE 1,1,0.61158
FUE 2,1,0.43856
FUE 3,1,0.37649
FUE 4,1,0.11035
FUE 5,1,0.5178
FUE 6,1,0.88402
FUE 7,1,0.070435
FUE 8,1,0.74583
FUE 9,1,0.98103
FUE 10,1,0.40698
FUE 11,1,0.097885
FUE 12,1,0.81344
FUE 13,2,0.46137
FUE 14,2,0.61478
FUE 15,2,0.659
FUE 16,2,0.72029
FUE 17,2,0.62911
FUE 18,2,0.89472
FUE 19,2,0.073612
FUE 20,2,0.014571
FUE 21,2,0.34409
FUE 22,2,0.57358
FUE 23,2,0.70308
FUE 24,2,0.66566
FUE 25,3,0.99364
FUE 26,3,0.48347
FUE 27,3,0.19984
FUE 28,3,0.63414
FUE 29,3,0.48182
FUE 30,3,0.15637
FUE 31,3,0.13092
FUE 32,3,0.17227
FUE 33,3,0.36285
FUE 34,3,0.65078
FUE 35,3,0.3834
FUE 36,3,0.094846
FUE 37,4,0.46561
FUE 38,4,0.037095
FUE 39,4,0.030807
FUE 40,4,0.34159
FUE 41,4,0.37291
FUE 42,4,0.55975
FUE 43,4,0.51882
FUE 44,4,0.35256
FUE 45,4,0.14642
FUE 46,4,0.40341
FUE 47,4,0.29071
FUE 48,4,0.51312
FUE 49,5,0.59348
FUE 50,5,0.85454
FUE 51,5,0.96903
FUE 52,5,0.34025
FUE 53,5,0.12633
FUE 54,5,0.20323
FUE 55,5,0.36171
FUE 56,5,0.85623
FUE 57,5,0.17397
FUE 58,5,0.63169
FUE 59,5,0.90482
FUE 60,5,0.77061
FUE 61,6,0.39819
FUE 62,6,0.52655
FUE 63,6,0.65593
FUE 64,6,0.78786
FUE 65,6,0.88176
FUE 66,6,0.059317
FUE 67,6,0.75687
FUE 68,6,0.16233
FUE 69,6,0.52856
FUE 70,6,0.68173
FUE 71,6,0.124
FUE 72,6,0.67716
