,FBS,Bid
FUE 1,1,0.74396
FUE 2,1,0.83573
FUE 3,1,0.72066
FUE 4,1,0.88762
FUE 5,1,0.16285
FUE 6,1,0.20124
FUE 7,1,0.88196
FUE 8,1,0.46196
FUE 9,2,0.18705
FUE 10,2,0.72488
FUE 11,2,0.88355
FUE 12,2,0.79801
FUE 13,2,0.84297
FUE 14,2,0.53805
FUE 15,2,0.20959
FUE 16,2,0.53045
FUE 17,3,0.8433
FUE 18,3,0.21534
FUE 19,3,0.71673
FUE 20,3,0.86267
FUE 21,3,0.47126
FUE 22,3,0.4605
FUE 23,3,0.94253
FUE 24,3,0.62834
FUE 25,4,0.80639
FUE 26,4,0.40154
FUE 27,4,0.32139
FUE 28,4,0.37881
FUE 29,4,0.71897
FUE 30,4,0.19306
FUE 31,4,0.48999
FUE 32,4,0.12077
FUE 33,5,0.13992
FUE 34,5,0.9472
FUE 35,5,0.63094
FUE 36,5,0.43866
FUE 37,5,0.70776
FUE 38,5,0.52965
FUE 39,5,0.65243
FUE 40,5,0.77818
FUE 41,6,0.61802
FUE 42,6,0.50209
FUE 43,6,0.48537
FUE 44,6,0.11015
FUE 45,6,0.91655
FUE 46,6,0.43262
FUE 47,6,0.427
FUE 48,6,0.029286
