,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,72.1857,72.1854,72.1852,72.1812,72.0991,72.0872,72.0557,72.0132,71.9683,71.989,70.9286,70.2603,68.616,68.7592,65.0339,70.7527,69.2196,70.6514,70.623,70.4024,69.7001,69.9757,68.8904,62.2394,69.5884,68.1724,65.9328,60.7559,69.0066,41.0291,57.5964,52.2016,68.9089,64.3548,68.8142,68.1474
FUE 2,63.7425,63.7421,63.7419,63.7374,63.6455,63.6322,63.597,63.5495,63.4994,63.5224,62.3548,61.6322,59.8869,60.0373,56.1846,62.1637,60.523,62.054,62.0232,61.7851,61.0329,61.3271,60.1754,53.3464,60.914,59.4223,57.1048,51.8489,60.298,32.0886,48.6719,43.2655,60.195,55.4921,60.0953,59.3962
FUE 3,68.1218,68.1215,68.1213,68.1177,68.0433,68.0325,68.0039,67.9653,67.9244,67.9432,66.9686,66.3451,64.7871,64.9239,61.3128,66.8051,65.3626,66.7108,66.6842,66.4782,65.8178,66.0778,65.0492,58.5588,65.7122,64.362,62.1921,57.0883,65.16,37.3935,53.9456,48.5619,65.0668,60.646,64.9765,64.338
FUE 4,66.6173,66.6169,66.6167,66.6124,66.5241,66.5113,66.4775,66.4318,66.3835,66.4057,65.2767,64.5734,62.8636,63.0115,59.2029,65.0911,63.4883,64.9843,64.9544,64.7225,63.9879,64.2756,63.1472,56.3795,63.8715,62.4063,60.1157,54.8868,63.2675,35.1379,51.7158,46.3132,63.1664,58.5149,63.0684,62.3806
FUE 5,55.4954,55.4952,55.495,55.4921,55.431,55.4221,55.3985,55.3666,55.3329,55.3484,54.5286,53.9898,52.6019,52.7258,49.3547,54.3884,53.1207,54.3071,54.2842,54.1056,53.5262,53.7556,52.839,46.691,53.4326,52.2144,50.1915,45.2503,52.9388,25.6293,42.1458,36.7879,52.8549,48.7151,52.7734,52.1924
FUE 6,63.9504,63.95,63.9499,63.9464,63.875,63.8646,63.8372,63.8001,63.7608,63.7789,62.8388,62.2338,60.7121,60.8462,57.2845,62.6804,61.2756,62.5889,62.5632,62.3631,61.7202,61.9736,60.9689,54.5486,61.6172,60.2948,58.1552,53.084,61.0774,33.4036,49.9487,44.5701,60.9862,56.6232,60.8977,60.2713
FUE 7,65.5133,65.513,65.5128,65.5092,65.4345,65.4237,65.3949,65.3562,65.3151,65.334,64.3563,63.7312,62.17,62.3071,58.6916,64.1924,62.7466,64.0978,64.0712,63.8646,63.2027,63.4633,62.4325,55.9361,63.0969,61.7442,59.5717,54.4651,62.5436,34.7691,51.3217,45.9376,62.4503,58.0243,62.3598,61.7202
FUE 8,65.9632,65.9628,65.9627,65.9592,65.8875,65.8771,65.8495,65.8123,65.7729,65.791,64.8476,64.2408,62.7155,62.8499,59.2833,64.6887,63.2802,64.5969,64.5711,64.3705,63.7259,63.9799,62.9728,56.5455,63.6226,62.2975,60.1549,55.0804,63.0815,35.3986,51.9444,46.5652,62.9902,58.6214,62.9015,62.2739
FUE 9,55.3148,55.3142,55.314,55.3082,55.1892,55.1721,55.1267,55.0657,55.0016,55.0311,53.586,52.7319,50.7559,50.9224,46.8006,53.3576,51.4642,53.2273,53.1908,52.9104,52.0412,52.3785,51.0757,43.8756,51.9059,50.2454,47.7641,42.3511,51.2123,22.5263,39.1402,33.7115,51.0975,46.0812,50.9866,50.2169
FUE 10,66.1152,66.1149,66.1147,66.1109,66.0321,66.0207,65.9904,65.9496,65.9064,65.9263,64.9025,64.2532,62.6451,62.7857,59.1077,64.7319,63.237,64.6336,64.6059,64.3915,63.7069,63.9759,62.9144,56.3298,63.5977,62.2092,59.9985,54.8516,63.0283,35.1379,51.699,46.3087,62.9325,58.4336,62.8397,62.1847
FUE 11,61.1695,61.1691,61.1688,61.1638,61.0615,61.0467,61.0075,60.9548,60.8992,60.9248,59.647,58.8706,57.0287,57.1859,53.217,59.4407,57.6953,59.3226,59.2895,59.034,58.2334,58.5455,57.3305,50.3404,58.1077,56.5445,54.1562,48.8309,57.459,29.0418,45.6388,40.2223,57.351,52.5127,57.2466,56.5174
