,FBS,Bid
FUE 1,1,0.56024
FUE 2,1,0.63823
FUE 3,1,0.65319
FUE 4,1,0.13321
FUE 5,1,0.72541
FUE 6,1,0.070056
FUE 7,1,0.35115
FUE 8,1,0.27297
FUE 9,1,0.26358
FUE 10,1,0.3389
FUE 11,1,0.63881
FUE 12,2,0.14826
FUE 13,2,0.72308
FUE 14,2,0.47618
FUE 15,2,0.08449
FUE 16,2,0.55933
FUE 17,2,0.075459
FUE 18,2,0.59894
FUE 19,2,0.060958
FUE 20,2,0.42557
FUE 21,2,0.21689
FUE 22,2,0.27875
FUE 23,3,0.66038
FUE 24,3,0.73117
FUE 25,3,0.70557
FUE 26,3,0.41385
FUE 27,3,0.5306
FUE 28,3,0.88421
FUE 29,3,0.78226
FUE 30,3,0.81107
FUE 31,3,0.43861
FUE 32,3,0.81607
FUE 33,3,0.24064
FUE 34,4,0.79793
FUE 35,4,0.61083
FUE 36,4,0.58059
FUE 37,4,0.55373
FUE 38,4,0.35407
FUE 39,4,0.72634
FUE 40,4,0.89475
FUE 41,4,0.93198
FUE 42,4,0.79746
FUE 43,4,0.56168
FUE 44,4,0.41907
FUE 45,5,0.14779
FUE 46,5,0.84794
FUE 47,5,0.058348
FUE 48,5,0.19061
FUE 49,5,0.0061684
FUE 50,5,0.98069
FUE 51,5,0.60634
FUE 52,5,0.77587
FUE 53,5,0.20928
FUE 54,5,0.68001
FUE 55,5,0.45213
FUE 56,6,0.26739
FUE 57,6,0.67167
FUE 58,6,0.082336
FUE 59,6,0.68041
FUE 60,6,0.0028764
FUE 61,6,0.91493
FUE 62,6,0.95917
FUE 63,6,0.20977
FUE 64,6,0.51809
FUE 65,6,0.64672
FUE 66,6,0.72395
