,FBS,Bid
FUE 1,1,0.23589
FUE 2,1,0.64336
FUE 3,1,0.30093
FUE 4,1,0.63393
FUE 5,1,0.47561
FUE 6,1,0.77701
FUE 7,1,0.97735
FUE 8,1,0.36701
FUE 9,1,0.40675
FUE 10,1,0.52542
FUE 11,1,0.62207
FUE 12,1,0.91418
FUE 13,2,0.23572
FUE 14,2,0.45773
FUE 15,2,0.80005
FUE 16,2,0.57881
FUE 17,2,0.81143
FUE 18,2,0.27996
FUE 19,2,0.85504
FUE 20,2,0.38018
FUE 21,2,0.25962
FUE 22,2,0.8646
FUE 23,2,0.39699
FUE 24,2,0.66114
FUE 25,3,0.73697
FUE 26,3,0.17333
FUE 27,3,0.65924
FUE 28,3,0.08226
FUE 29,3,0.31497
FUE 30,3,0.18978
FUE 31,3,0.27311
FUE 32,3,0.57936
FUE 33,3,0.5936
FUE 34,3,0.60792
FUE 35,3,0.44968
FUE 36,3,0.66749
FUE 37,4,0.9908
FUE 38,4,0.17126
FUE 39,4,0.090599
FUE 40,4,0.45273
FUE 41,4,0.43463
FUE 42,4,0.71389
FUE 43,4,0.14551
FUE 44,4,0.46935
FUE 45,4,0.46673
FUE 46,4,0.44567
FUE 47,4,0.62969
FUE 48,4,0.7089
FUE 49,5,0.33969
FUE 50,5,0.7856
FUE 51,5,0.10312
FUE 52,5,0.54315
FUE 53,5,0.62282
FUE 54,5,0.42965
FUE 55,5,0.24308
FUE 56,5,0.42983
FUE 57,5,0.94014
FUE 58,5,0.51852
FUE 59,5,0.72977
FUE 60,5,0.27576
FUE 61,6,0.96302
FUE 62,6,0.3325
FUE 63,6,0.84558
FUE 64,6,0.24999
FUE 65,6,0.53
FUE 66,6,0.68107
FUE 67,6,0.34907
FUE 68,6,0.71113
FUE 69,6,0.83216
FUE 70,6,0.82255
FUE 71,6,0.90865
FUE 72,6,0.71283
