,FBS,Bid
FUE 1,1,0.10146
FUE 2,1,0.15222
FUE 3,1,0.40891
FUE 4,1,0.21364
FUE 5,1,0.72154
FUE 6,1,0.21543
FUE 7,1,0.03322
FUE 8,1,0.33116
FUE 9,1,0.29484
FUE 10,1,0.20245
FUE 11,2,0.23419
FUE 12,2,0.49174
FUE 13,2,0.6649
FUE 14,2,0.24901
FUE 15,2,0.14092
FUE 16,2,0.54371
FUE 17,2,0.10036
FUE 18,2,0.2438
FUE 19,2,0.071545
FUE 20,2,0.61475
FUE 21,3,0.078961
FUE 22,3,0.52333
FUE 23,3,0.49487
FUE 24,3,0.14894
FUE 25,3,0.30902
FUE 26,3,0.18029
FUE 27,3,0.93997
FUE 28,3,0.83298
FUE 29,3,0.64039
FUE 30,3,0.68188
FUE 31,4,0.63869
FUE 32,4,0.094085
FUE 33,4,0.13466
FUE 34,4,0.31978
FUE 35,4,0.22741
FUE 36,4,0.86793
FUE 37,4,0.21862
FUE 38,4,0.23144
FUE 39,4,0.56655
FUE 40,4,0.67474
FUE 41,5,0.018175
FUE 42,5,0.9549
FUE 43,5,0.81876
FUE 44,5,0.14684
FUE 45,5,0.17257
FUE 46,5,0.43552
FUE 47,5,0.075002
FUE 48,5,0.8992
FUE 49,5,0.22733
FUE 50,5,0.67815
FUE 51,6,0.82975
FUE 52,6,0.77541
FUE 53,6,0.8246
FUE 54,6,0.67343
FUE 55,6,0.61491
FUE 56,6,0.67246
FUE 57,6,0.31984
FUE 58,6,0.43663
FUE 59,6,0.3408
FUE 60,6,0.10057
