,FBS,Bid
FUE 1,1,0.11764
FUE 2,1,0.91114
FUE 3,1,0.78852
FUE 4,1,0.54245
FUE 5,1,0.74386
FUE 6,1,0.92171
FUE 7,1,0.66568
FUE 8,1,0.49361
FUE 9,1,0.14974
FUE 10,2,0.24004
FUE 11,2,0.97422
FUE 12,2,0.90336
FUE 13,2,0.7155
FUE 14,2,0.18662
FUE 15,2,0.25429
FUE 16,2,0.50635
FUE 17,2,0.66429
FUE 18,2,0.66158
FUE 19,3,0.9301
FUE 20,3,0.779
FUE 21,3,0.28342
FUE 22,3,0.042098
FUE 23,3,0.86357
FUE 24,3,0.94301
FUE 25,3,0.074776
FUE 26,3,0.28328
FUE 27,3,0.056646
FUE 28,4,0.20794
FUE 29,4,0.47529
FUE 30,4,0.52598
FUE 31,4,0.21269
FUE 32,4,0.18002
FUE 33,4,0.73806
FUE 34,4,0.54464
FUE 35,4,0.038443
FUE 36,4,0.13314
FUE 37,5,0.07927
FUE 38,5,0.87507
FUE 39,5,0.8462
FUE 40,5,0.49901
FUE 41,5,0.86443
FUE 42,5,0.50248
FUE 43,5,0.55776
FUE 44,5,0.50286
FUE 45,5,0.85348
FUE 46,6,0.2163
FUE 47,6,0.32175
FUE 48,6,0.66854
FUE 49,6,0.42206
FUE 50,6,0.53951
FUE 51,6,0.66617
FUE 52,6,0.51142
FUE 53,6,0.7286
FUE 54,6,0.85439
