,FBS,Bid
FUE 1,1,0.83253
FUE 2,1,0.60036
FUE 3,1,0.97562
FUE 4,1,0.90552
FUE 5,1,0.06075
FUE 6,1,0.7528
FUE 7,1,0.50487
FUE 8,1,0.18067
FUE 9,1,0.021146
FUE 10,2,0.97243
FUE 11,2,0.064957
FUE 12,2,0.68539
FUE 13,2,0.91524
FUE 14,2,0.73287
FUE 15,2,0.83928
FUE 16,2,0.80093
FUE 17,2,0.1061
FUE 18,2,0.71497
FUE 19,3,0.97681
FUE 20,3,0.091115
FUE 21,3,0.82969
FUE 22,3,0.27981
FUE 23,3,0.049111
FUE 24,3,0.54422
FUE 25,3,0.7949
FUE 26,3,0.54093
FUE 27,3,0.20968
FUE 28,4,0.29992
FUE 29,4,0.59538
FUE 30,4,0.67733
FUE 31,4,0.59677
FUE 32,4,0.31507
FUE 33,4,0.88024
FUE 34,4,0.96819
FUE 35,4,0.9205
FUE 36,4,0.35222
FUE 37,5,0.12539
FUE 38,5,0.24109
FUE 39,5,0.48237
FUE 40,5,0.91793
FUE 41,5,0.27761
FUE 42,5,0.63385
FUE 43,5,0.59069
FUE 44,5,0.43498
FUE 45,5,0.83196
FUE 46,6,0.11763
FUE 47,6,0.46667
FUE 48,6,0.32731
FUE 49,6,0.19807
FUE 50,6,0.80873
FUE 51,6,0.8408
FUE 52,6,0.747
FUE 53,6,0.79055
FUE 54,6,0.93126
