,FBS,Bid
FUE 1,1,0.62355
FUE 2,1,0.79694
FUE 3,1,0.76381
FUE 4,1,0.95065
FUE 5,1,0.22957
FUE 6,1,0.45118
FUE 7,1,0.40604
FUE 8,1,0.17254
FUE 9,1,0.67904
FUE 10,1,0.60571
FUE 11,1,0.015181
FUE 12,1,0.43257
FUE 13,1,0.50455
FUE 14,1,0.59451
FUE 15,2,0.2127
FUE 16,2,0.70177
FUE 17,2,0.13956
FUE 18,2,0.98071
FUE 19,2,0.21323
FUE 20,2,0.74605
FUE 21,2,0.5821
FUE 22,2,0.53155
FUE 23,2,0.57523
FUE 24,2,0.57055
FUE 25,2,0.12918
FUE 26,2,0.69723
FUE 27,2,0.051506
FUE 28,2,0.4104
FUE 29,3,0.63523
FUE 30,3,0.99883
FUE 31,3,0.63033
FUE 32,3,0.99382
FUE 33,3,0.37228
FUE 34,3,0.19728
FUE 35,3,0.92688
FUE 36,3,0.42932
FUE 37,3,0.50505
FUE 38,3,0.21507
FUE 39,3,0.22091
FUE 40,3,0.77911
FUE 41,3,0.20618
FUE 42,3,0.31778
FUE 43,4,0.85703
FUE 44,4,0.33389
FUE 45,4,0.79526
FUE 46,4,0.92816
FUE 47,4,0.29324
FUE 48,4,0.6562
FUE 49,4,0.12049
FUE 50,4,0.87393
FUE 51,4,0.87129
FUE 52,4,0.3749
FUE 53,4,0.62249
FUE 54,4,0.91685
FUE 55,4,0.35303
FUE 56,4,0.74645
FUE 57,5,0.58823
FUE 58,5,0.69493
FUE 59,5,0.68672
FUE 60,5,0.83118
FUE 61,5,0.25706
FUE 62,5,0.53051
FUE 63,5,0.43262
FUE 64,5,0.47059
FUE 65,5,0.62087
FUE 66,5,0.59992
FUE 67,5,0.54077
FUE 68,5,0.70884
FUE 69,5,0.85664
FUE 70,5,0.99663
FUE 71,6,0.29856
FUE 72,6,0.30691
FUE 73,6,0.8953
FUE 74,6,0.38533
FUE 75,6,0.19688
FUE 76,6,0.69144
FUE 77,6,0.39477
FUE 78,6,0.31163
FUE 79,6,0.58018
FUE 80,6,0.86121
FUE 81,6,0.53929
FUE 82,6,0.76123
FUE 83,6,0.85349
FUE 84,6,0.40613
