,FBS,Bid
FUE 1,1,0.43229
FUE 2,1,0.63229
FUE 3,1,0.55397
FUE 4,1,0.29514
FUE 5,1,0.90173
FUE 6,1,0.99839
FUE 7,1,0.03489
FUE 8,1,0.75037
FUE 9,1,0.77311
FUE 10,1,0.4398
FUE 11,1,0.53599
FUE 12,2,0.57622
FUE 13,2,0.60345
FUE 14,2,0.69909
FUE 15,2,0.41761
FUE 16,2,0.88721
FUE 17,2,0.01744
FUE 18,2,0.82949
FUE 19,2,0.034413
FUE 20,2,0.90413
FUE 21,2,0.67818
FUE 22,2,0.57664
FUE 23,3,0.543
FUE 24,3,0.093052
FUE 25,3,0.45089
FUE 26,3,0.94851
FUE 27,3,0.35742
FUE 28,3,0.84371
FUE 29,3,0.58187
FUE 30,3,0.86193
FUE 31,3,0.80089
FUE 32,3,0.54783
FUE 33,3,0.72953
FUE 34,4,0.36772
FUE 35,4,0.7885
FUE 36,4,0.41694
FUE 37,4,0.75244
FUE 38,4,0.77223
FUE 39,4,0.82867
FUE 40,4,0.86835
FUE 41,4,0.55201
FUE 42,4,0.7449
FUE 43,4,0.91561
FUE 44,4,0.31578
FUE 45,5,0.46202
FUE 46,5,0.39277
FUE 47,5,0.66967
FUE 48,5,0.85416
FUE 49,5,0.35274
FUE 50,5,0.8972
FUE 51,5,0.079247
FUE 52,5,0.35823
FUE 53,5,0.56125
FUE 54,5,0.22027
FUE 55,5,0.4889
FUE 56,6,0.52765
FUE 57,6,0.81846
FUE 58,6,0.88752
FUE 59,6,0.60074
FUE 60,6,0.69814
FUE 61,6,0.32435
FUE 62,6,0.59234
FUE 63,6,0.23077
FUE 64,6,0.96347
FUE 65,6,0.49559
FUE 66,6,0.91087
