,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,67.232,67.232,67.232,67.2318,67.2312,67.231,67.2066,67.1512,67.0698,67.1233,67.1109,67.0891,66.9459,66.7347,66.733,66.9247,66.8161,66.3353,65.4009,66.2693,62.7129,65.9415,64.8133,64.4477,54.5549,64.9277,52.2877,49.8371,65.1565,65.0621,64.8651,57.723,64.4455,56.6387,64.3602,49.0394
FUE 2,77.5765,77.5765,77.5765,77.5763,77.5756,77.5753,77.5472,77.4834,77.3899,77.4513,77.4371,77.4121,77.2481,77.0077,77.0057,77.224,77.1002,76.5572,75.522,76.4833,72.6466,76.118,74.8822,74.4878,64.3109,75.0062,62.031,59.5723,75.2549,75.1522,74.9384,67.5128,74.4855,66.414,74.3938,58.7729
FUE 3,54.8289,54.8289,54.8289,54.8286,54.8278,54.8275,54.7933,54.7159,54.6028,54.677,54.6598,54.6295,54.4323,54.1457,54.1434,54.4034,54.2556,53.6165,52.4323,53.5305,49.3013,53.1091,51.7187,51.2845,40.7456,51.8561,38.4507,35.9826,52.133,52.0184,51.7809,43.988,51.2819,42.8718,51.1815,35.1811
FUE 4,106.177,106.177,106.177,106.1768,106.1761,106.1759,106.148,106.0848,105.992,106.0529,106.0388,106.014,105.8513,105.6127,105.6108,105.8273,105.7045,105.1654,104.1362,105.0919,101.2718,104.7289,103.4995,103.1069,92.946,103.6229,90.6668,88.2086,103.8705,103.7682,103.5554,96.1461,103.1045,95.0481,103.0132,87.4093
FUE 5,81.5028,81.5028,81.5028,81.5026,81.5019,81.5017,81.4741,81.4115,81.3197,81.38,81.3661,81.3415,81.1804,80.9441,80.9422,81.1567,81.0351,80.5007,79.4792,80.4279,76.6288,80.0677,78.8465,78.456,68.3158,78.9692,66.0374,63.5798,79.2153,79.1136,78.9021,71.5135,78.4536,70.4165,78.3628,62.7806
FUE 6,71.1531,71.1531,71.1531,71.1529,71.1522,71.152,71.1237,71.0597,70.9657,71.0274,71.0131,70.988,70.8233,70.5819,70.58,70.7991,70.6748,70.1298,69.0913,70.0556,66.21,69.6891,68.4498,68.0545,57.8689,68.5741,55.5886,53.1297,68.8235,68.7204,68.5061,61.0719,68.0521,59.9726,67.9603,52.3302
FUE 7,55.5452,55.5452,55.5452,55.545,55.5441,55.5438,55.5073,55.4248,55.3046,55.3835,55.3652,55.333,55.1236,54.8204,54.8179,55.0929,54.9366,54.2633,53.0283,54.1731,49.8152,53.7323,52.2903,51.8431,41.1938,52.4321,38.8945,36.4238,52.7182,52.5997,52.3544,44.4479,51.8405,43.3267,51.7373,35.6217
FUE 8,55.3484,55.3484,55.3484,55.3482,55.3476,55.3475,55.3248,55.2732,55.1972,55.2472,55.2356,55.2153,55.0815,54.8839,54.8823,55.0618,54.9602,54.5083,53.6224,54.4461,51.0291,54.1362,53.0605,52.7094,42.9667,53.1702,40.7066,38.2605,53.3891,53.2988,53.1102,46.1161,52.7073,45.0397,52.6252,37.4638
FUE 9,54.6443,54.6443,54.6442,54.644,54.6434,54.6432,54.6222,54.5135,54.4046,54.4452,54.5292,54.373,54.4603,54.35,53.9928,54.2889,53.8447,53.0291,53.5724,52.6611,45.1763,53.3598,53.2615,53.1294,46.3188,53.0138,49.9696,45.2344,51.8088,50.4839,51.7367,50.8498,51.742,23.2591,49.5625,37.4449
FUE 10,70.4513,70.4513,70.4513,70.4511,70.4505,70.4503,70.4304,70.3276,70.2244,70.2629,70.3425,70.1944,70.2772,70.1726,69.833,70.1147,69.6919,68.9106,69.4318,68.5561,61.1993,69.2281,69.1338,69.007,62.3333,68.8959,65.9362,61.2571,67.7312,66.4399,67.6613,66.7975,67.6664,39.3103,65.5366,53.4915
