,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,72.6793,72.6791,72.6758,72.6749,72.5887,72.1622,72.462,72.0556,72.1797,72.011,71.4851,71.9779,71.9145,69.8804,66.2296,65.737,63.7085,61.3886,71.0938,68.8848,65.9026,68.1342,70.1315,68.6092,69.4435,67.3806,65.2595,66.8989,67.3133,68.8628,69.2548,49.8502,61.254,65.7671,67.3909,68.7925
FUE 2,56.2892,56.289,56.2859,56.2851,56.2039,55.801,56.0844,55.6999,55.8175,55.6575,55.1569,55.6261,55.5659,53.6135,50.0418,49.5557,47.5475,45.2417,54.7826,52.6461,49.7192,51.9131,53.8564,52.3774,53.1897,51.1744,49.0838,50.701,51.1084,52.6248,53.0063,33.722,45.1077,49.5854,51.1846,52.5562
FUE 3,60.0616,60.0614,60.0575,60.0565,59.9549,59.4571,59.8061,59.3339,59.4773,59.2825,58.6822,59.2444,59.1716,56.904,53.0421,52.5327,50.4527,48.0972,58.2418,55.8311,52.7037,55.0335,57.1778,55.5373,56.4308,54.2408,52.0407,53.7375,54.1703,55.8076,56.2276,36.5125,47.9611,52.5638,54.2516,55.7326
FUE 4,57.2349,57.2347,57.2309,57.2299,57.132,56.6512,56.9885,56.5319,56.6707,56.4821,55.8992,56.4451,56.3746,54.1607,50.3454,49.8397,47.7707,45.4229,55.4701,53.105,50.0095,52.3179,54.4294,52.8153,53.6956,51.5337,49.3508,51.0351,51.464,53.0819,53.4956,33.8479,45.287,49.8705,51.5444,53.0079
FUE 5,55.0488,55.0485,55.0441,55.043,54.9295,54.3778,54.7639,54.2423,54.4001,54.1858,53.5314,54.1441,54.0643,51.6329,47.635,47.1154,45.0039,42.6272,53.0562,50.509,47.2897,49.6812,51.922,50.2033,51.1356,48.8635,46.6145,48.3467,48.7911,50.4846,50.9228,31.0151,42.4901,47.147,48.8746,50.4064
FUE 6,54.1181,54.1179,54.1149,54.1142,54.0357,53.6457,53.9201,53.5476,53.6617,53.5065,53.02,53.476,53.4176,51.5112,47.9855,47.5032,45.507,43.2096,52.6552,50.5602,47.6654,49.8373,51.7494,50.2953,51.095,49.1073,47.0346,48.6387,49.042,50.5391,50.9147,31.7011,43.076,47.5326,49.1173,50.4716
FUE 7,60.8852,60.885,60.8814,60.8806,60.7885,60.3349,60.6534,60.2219,60.3534,60.1747,59.6201,60.1397,60.0727,57.9474,54.2114,53.712,51.6623,49.3277,59.2097,56.9208,53.8798,56.1513,58.2074,56.6379,57.4959,55.3819,53.2285,54.8913,55.3133,56.8983,57.3014,37.77,49.1924,53.7424,55.3924,56.8261
FUE 8,89.9601,89.9599,89.9567,89.9559,89.8737,89.466,89.7527,89.3638,89.4827,89.321,88.8152,89.2892,89.2284,87.2593,83.6712,83.1837,81.1712,78.8625,88.4375,86.2861,83.3477,85.5494,87.5038,86.0159,86.8328,84.8076,82.7106,84.3324,84.7413,86.2646,86.6483,67.3389,78.7284,83.2135,84.8178,86.1957
FUE 9,76.9918,76.9916,76.9886,76.9878,76.9095,76.5202,76.7942,76.4223,76.5361,76.3813,75.8955,76.3508,76.2925,74.3887,70.8655,70.3835,68.3879,66.0911,75.5313,73.4386,70.5457,72.7163,74.6266,73.1739,73.9729,71.9868,69.9151,71.5184,71.9215,73.4175,73.7928,54.5832,65.9575,70.4129,71.9968,73.3501
FUE 10,60.855,60.8547,60.8513,60.8504,60.7602,60.3153,60.6278,60.2044,60.3334,60.158,59.6125,60.1235,60.0577,57.9613,54.252,53.7547,51.7115,49.3814,59.2082,56.9445,53.9218,56.1809,58.2186,56.6639,57.5144,55.4164,53.273,54.9286,55.3482,56.9221,57.3217,37.8297,49.2464,53.785,55.4268,56.8505
