,FBS,Bid
FUE 1,1,0.83957
FUE 2,1,0.64114
FUE 3,1,0.15059
FUE 4,1,0.41847
FUE 5,1,0.79385
FUE 6,1,0.82496
FUE 7,1,0.66556
FUE 8,1,0.6491
FUE 9,1,0.041722
FUE 10,1,0.29688
FUE 11,1,0.047575
FUE 12,1,0.10222
FUE 13,1,0.69471
FUE 14,2,0.80534
FUE 15,2,0.22136
FUE 16,2,0.65437
FUE 17,2,0.94216
FUE 18,2,0.54419
FUE 19,2,0.78883
FUE 20,2,0.48703
FUE 21,2,0.24151
FUE 22,2,0.21374
FUE 23,2,0.5535
FUE 24,2,0.66576
FUE 25,2,0.63315
FUE 26,2,0.79633
FUE 27,3,0.11588
FUE 28,3,0.64394
FUE 29,3,0.21428
FUE 30,3,0.95493
FUE 31,3,0.4923
FUE 32,3,0.079162
FUE 33,3,0.10298
FUE 34,3,0.68437
FUE 35,3,0.86984
FUE 36,3,0.14689
FUE 37,3,0.74524
FUE 38,3,0.46985
FUE 39,3,0.54752
FUE 40,4,0.51773
FUE 41,4,0.12568
FUE 42,4,0.32015
FUE 43,4,0.46778
FUE 44,4,0.4638
FUE 45,4,0.87688
FUE 46,4,0.65398
FUE 47,4,0.76674
FUE 48,4,0.019085
FUE 49,4,0.21021
FUE 50,4,0.12477
FUE 51,4,0.97081
FUE 52,4,0.82209
FUE 53,5,0.061464
FUE 54,5,0.30152
FUE 55,5,0.19566
FUE 56,5,0.33092
FUE 57,5,0.33026
FUE 58,5,0.29631
FUE 59,5,0.31692
FUE 60,5,0.01498
FUE 61,5,0.048949
FUE 62,5,0.36293
FUE 63,5,0.029359
FUE 64,5,0.5345
FUE 65,5,0.92742
FUE 66,6,0.59812
FUE 67,6,0.56161
FUE 68,6,0.80095
FUE 69,6,0.17421
FUE 70,6,0.70179
FUE 71,6,0.75736
FUE 72,6,0.97024
FUE 73,6,0.15579
FUE 74,6,0.3129
FUE 75,6,0.46876
FUE 76,6,0.01002
FUE 77,6,0.068315
FUE 78,6,0.61564
