,FBS,Bid
FUE 1,1,0.207
FUE 2,1,0.88499
FUE 3,1,0.98669
FUE 4,1,0.25776
FUE 5,1,0.5204
FUE 6,1,0.086791
FUE 7,1,0.74792
FUE 8,1,0.66897
FUE 9,1,0.25094
FUE 10,1,0.60509
FUE 11,1,0.0076123
FUE 12,1,0.94657
FUE 13,1,0.6183
FUE 14,1,0.92452
FUE 15,1,0.98089
FUE 16,2,0.53323
FUE 17,2,0.98036
FUE 18,2,0.93421
FUE 19,2,0.97367
FUE 20,2,0.48381
FUE 21,2,0.53492
FUE 22,2,0.6397
FUE 23,2,0.46784
FUE 24,2,0.7204
FUE 25,2,0.3397
FUE 26,2,0.30558
FUE 27,2,0.306
FUE 28,2,0.83516
FUE 29,2,0.064879
FUE 30,2,0.65643
FUE 31,3,0.85348
FUE 32,3,0.87235
FUE 33,3,0.36506
FUE 34,3,0.22452
FUE 35,3,0.19513
FUE 36,3,0.62779
FUE 37,3,0.80027
FUE 38,3,0.9098
FUE 39,3,0.77124
FUE 40,3,0.12125
FUE 41,3,0.98162
FUE 42,3,0.74407
FUE 43,3,0.59579
FUE 44,3,0.027923
FUE 45,3,0.21097
FUE 46,4,0.76618
FUE 47,4,0.0086746
FUE 48,4,0.48905
FUE 49,4,0.48266
FUE 50,4,0.21364
FUE 51,4,0.16413
FUE 52,4,0.40765
FUE 53,4,0.15219
FUE 54,4,0.1563
FUE 55,4,0.28353
FUE 56,4,0.73612
FUE 57,4,0.22813
FUE 58,4,0.61372
FUE 59,4,0.51071
FUE 60,4,0.14456
FUE 61,5,0.50326
FUE 62,5,0.57671
FUE 63,5,0.88006
FUE 64,5,0.10039
FUE 65,5,0.67983
FUE 66,5,0.085728
FUE 67,5,0.98802
FUE 68,5,0.34648
FUE 69,5,0.83147
FUE 70,5,0.26888
FUE 71,5,0.58213
FUE 72,5,0.065289
FUE 73,5,0.60355
FUE 74,5,0.32622
FUE 75,5,0.62649
FUE 76,6,0.42999
FUE 77,6,0.67724
FUE 78,6,0.76133
FUE 79,6,0.092991
FUE 80,6,0.99341
FUE 81,6,0.83241
FUE 82,6,0.073014
FUE 83,6,0.3789
FUE 84,6,0.089895
FUE 85,6,0.66103
FUE 86,6,0.18571
FUE 87,6,0.2084
FUE 88,6,0.73318
FUE 89,6,0.15047
FUE 90,6,0.95538
