,FBS,Bid
FUE 1,1,0.085383
FUE 2,1,0.15467
FUE 3,1,0.55296
FUE 4,1,0.77329
FUE 5,1,0.92874
FUE 6,1,0.36054
FUE 7,1,0.98035
FUE 8,1,0.98382
FUE 9,1,0.75881
FUE 10,1,0.69295
FUE 11,1,0.51711
FUE 12,1,0.79013
FUE 13,1,0.074252
FUE 14,1,0.48547
FUE 15,1,0.383
FUE 16,2,0.95795
FUE 17,2,0.44817
FUE 18,2,0.36345
FUE 19,2,0.21869
FUE 20,2,0.44809
FUE 21,2,0.63143
FUE 22,2,0.69786
FUE 23,2,0.84676
FUE 24,2,0.34915
FUE 25,2,0.3985
FUE 26,2,0.52061
FUE 27,2,0.45784
FUE 28,2,0.24592
FUE 29,2,0.48784
FUE 30,2,0.56474
FUE 31,3,0.44275
FUE 32,3,0.24864
FUE 33,3,0.23063
FUE 34,3,0.613
FUE 35,3,0.92034
FUE 36,3,0.3706
FUE 37,3,0.12506
FUE 38,3,0.67869
FUE 39,3,0.70411
FUE 40,3,0.020997
FUE 41,3,0.37768
FUE 42,3,0.75829
FUE 43,3,0.5192
FUE 44,3,0.65134
FUE 45,3,0.53138
FUE 46,4,0.73324
FUE 47,4,0.81218
FUE 48,4,0.59026
FUE 49,4,0.58943
FUE 50,4,0.24588
FUE 51,4,0.12075
FUE 52,4,0.10531
FUE 53,4,0.40009
FUE 54,4,0.7231
FUE 55,4,0.037773
FUE 56,4,0.50552
FUE 57,4,0.69201
FUE 58,4,0.059573
FUE 59,4,0.8131
FUE 60,4,0.18709
FUE 61,5,0.9942
FUE 62,5,0.61717
FUE 63,5,0.8482
FUE 64,5,0.22794
FUE 65,5,0.12371
FUE 66,5,0.42148
FUE 67,5,0.82726
FUE 68,5,0.65722
FUE 69,5,0.43788
FUE 70,5,0.63952
FUE 71,5,0.063521
FUE 72,5,0.56735
FUE 73,5,0.418
FUE 74,5,0.47829
FUE 75,5,0.14902
FUE 76,6,0.4546
FUE 77,6,0.52314
FUE 78,6,0.77999
FUE 79,6,0.12229
FUE 80,6,0.67646
FUE 81,6,0.0067444
FUE 82,6,0.78398
FUE 83,6,0.50353
FUE 84,6,0.69969
FUE 85,6,0.5496
FUE 86,6,0.33748
FUE 87,6,0.035094
FUE 88,6,0.60939
FUE 89,6,0.78408
FUE 90,6,0.011026
