,FBS,Bid
FUE 1,1,0.40671
FUE 2,1,0.76392
FUE 3,1,0.26795
FUE 4,1,0.7507
FUE 5,1,0.36111
FUE 6,1,0.42571
FUE 7,1,0.61517
FUE 8,1,0.039342
FUE 9,1,0.58811
FUE 10,1,0.9064
FUE 11,1,0.82947
FUE 12,1,0.81095
FUE 13,2,0.13574
FUE 14,2,0.30002
FUE 15,2,0.56765
FUE 16,2,0.95651
FUE 17,2,0.15231
FUE 18,2,0.82024
FUE 19,2,0.13388
FUE 20,2,0.34718
FUE 21,2,0.47257
FUE 22,2,0.96143
FUE 23,2,0.79681
FUE 24,2,0.16952
FUE 25,3,0.084316
FUE 26,3,0.47239
FUE 27,3,0.16009
FUE 28,3,0.36615
FUE 29,3,0.28787
FUE 30,3,0.5703
FUE 31,3,0.56474
FUE 32,3,0.40608
FUE 33,3,0.68651
FUE 34,3,0.053805
FUE 35,3,0.38104
FUE 36,3,0.51657
FUE 37,4,0.41045
FUE 38,4,0.82167
FUE 39,4,0.036555
FUE 40,4,0.58386
FUE 41,4,0.10262
FUE 42,4,0.18849
FUE 43,4,0.3362
FUE 44,4,0.90473
FUE 45,4,0.17163
FUE 46,4,0.51367
FUE 47,4,0.74542
FUE 48,4,0.685
FUE 49,5,0.999
FUE 50,5,0.59857
FUE 51,5,0.45614
FUE 52,5,0.18071
FUE 53,5,0.82642
FUE 54,5,0.035307
FUE 55,5,0.56892
FUE 56,5,0.97006
FUE 57,5,0.013365
FUE 58,5,0.22721
FUE 59,5,0.84102
FUE 60,5,0.90519
FUE 61,6,0.60629
FUE 62,6,0.23092
FUE 63,6,0.84775
FUE 64,6,0.43526
FUE 65,6,0.41111
FUE 66,6,0.4539
FUE 67,6,0.59403
FUE 68,6,0.1803
FUE 69,6,0.9093
FUE 70,6,0.41235
FUE 71,6,0.35805
FUE 72,6,0.94487
