,FBS,Bid
FUE 1,1,0.53461
FUE 2,1,0.95725
FUE 3,1,0.99016
FUE 4,1,0.0072325
FUE 5,1,0.15457
FUE 6,1,0.83079
FUE 7,1,0.46635
FUE 8,1,0.41929
FUE 9,1,0.81529
FUE 10,1,0.074582
FUE 11,1,0.072452
FUE 12,1,0.88345
FUE 13,2,0.69187
FUE 14,2,0.17543
FUE 15,2,0.48637
FUE 16,2,0.76591
FUE 17,2,0.53134
FUE 18,2,0.15308
FUE 19,2,0.8321
FUE 20,2,0.18322
FUE 21,2,0.53259
FUE 22,2,0.14634
FUE 23,2,0.71706
FUE 24,2,0.77537
FUE 25,3,0.33058
FUE 26,3,0.19961
FUE 27,3,0.62245
FUE 28,3,0.012286
FUE 29,3,0.09403
FUE 30,3,0.77203
FUE 31,3,0.38397
FUE 32,3,0.89696
FUE 33,3,0.73879
FUE 34,3,0.58514
FUE 35,3,0.43391
FUE 36,3,0.73515
FUE 37,4,0.13701
FUE 38,4,0.35995
FUE 39,4,0.17966
FUE 40,4,0.74007
FUE 41,4,0.17072
FUE 42,4,0.99165
FUE 43,4,0.18755
FUE 44,4,0.57605
FUE 45,4,0.56892
FUE 46,4,0.37265
FUE 47,4,0.14452
FUE 48,4,0.35491
FUE 49,5,0.65761
FUE 50,5,0.44138
FUE 51,5,0.004836
FUE 52,5,0.28686
FUE 53,5,0.25416
FUE 54,5,0.43046
FUE 55,5,0.059612
FUE 56,5,0.91413
FUE 57,5,0.62842
FUE 58,5,0.56126
FUE 59,5,0.36963
FUE 60,5,0.1583
FUE 61,6,0.54535
FUE 62,6,0.21272
FUE 63,6,0.26925
FUE 64,6,0.31592
FUE 65,6,0.78363
FUE 66,6,0.030185
FUE 67,6,0.44878
FUE 68,6,0.05696
FUE 69,6,0.50793
FUE 70,6,0.85317
FUE 71,6,0.93078
FUE 72,6,0.072123
