,FBS,Bid
FUE 1,1,0.4333
FUE 2,1,0.84506
FUE 3,1,0.34033
FUE 4,1,0.65162
FUE 5,1,0.5274
FUE 6,1,0.067469
FUE 7,1,0.30256
FUE 8,1,0.494
FUE 9,1,0.66842
FUE 10,2,0.99631
FUE 11,2,0.63541
FUE 12,2,0.77109
FUE 13,2,0.25855
FUE 14,2,0.19888
FUE 15,2,0.23863
FUE 16,2,0.51919
FUE 17,2,0.61869
FUE 18,2,0.099882
FUE 19,3,0.40624
FUE 20,3,0.97119
FUE 21,3,0.65055
FUE 22,3,0.78291
FUE 23,3,0.079982
FUE 24,3,0.48056
FUE 25,3,0.06652
FUE 26,3,0.43464
FUE 27,3,0.54613
FUE 28,4,0.85728
FUE 29,4,0.39221
FUE 30,4,0.82937
FUE 31,4,0.25858
FUE 32,4,0.050662
FUE 33,4,0.91398
FUE 34,4,0.7087
FUE 35,4,0.68363
FUE 36,4,0.76026
FUE 37,5,0.030832
FUE 38,5,0.62013
FUE 39,5,0.51674
FUE 40,5,0.57099
FUE 41,5,0.57993
FUE 42,5,0.20997
FUE 43,5,0.82702
FUE 44,5,0.31836
FUE 45,5,0.44252
FUE 46,6,0.1839
FUE 47,6,0.26432
FUE 48,6,0.073339
FUE 49,6,0.74952
FUE 50,6,0.39093
FUE 51,6,0.62329
FUE 52,6,0.14614
FUE 53,6,0.37218
FUE 54,6,0.1476
