,FBS,Bid
FUE 1,1,0.58408
FUE 2,1,0.98276
FUE 3,1,0.47766
FUE 4,1,0.7324
FUE 5,1,0.40313
FUE 6,1,0.46135
FUE 7,1,0.8516
FUE 8,1,0.70337
FUE 9,1,0.67196
FUE 10,1,0.75074
FUE 11,1,0.50382
FUE 12,1,0.80391
FUE 13,1,0.026595
FUE 14,1,0.1417
FUE 15,2,0.44408
FUE 16,2,0.18273
FUE 17,2,0.8609
FUE 18,2,0.44719
FUE 19,2,0.90595
FUE 20,2,0.87018
FUE 21,2,0.48623
FUE 22,2,0.5641
FUE 23,2,0.96638
FUE 24,2,0.8691
FUE 25,2,0.57482
FUE 26,2,0.16354
FUE 27,2,0.011876
FUE 28,2,0.8746
FUE 29,3,0.033489
FUE 30,3,0.4016
FUE 31,3,0.20307
FUE 32,3,0.022335
FUE 33,3,0.089624
FUE 34,3,0.1801
FUE 35,3,0.84456
FUE 36,3,0.073582
FUE 37,3,0.97088
FUE 38,3,0.11095
FUE 39,3,0.38929
FUE 40,3,0.35112
FUE 41,3,0.73472
FUE 42,3,0.0074548
FUE 43,4,0.005625
FUE 44,4,0.45223
FUE 45,4,0.090635
FUE 46,4,0.35827
FUE 47,4,0.77172
FUE 48,4,0.52856
FUE 49,4,0.017247
FUE 50,4,0.65028
FUE 51,4,0.77228
FUE 52,4,0.43185
FUE 53,4,0.83148
FUE 54,4,0.49102
FUE 55,4,0.80903
FUE 56,4,0.86092
FUE 57,5,0.62752
FUE 58,5,0.98832
FUE 59,5,0.22855
FUE 60,5,0.0090525
FUE 61,5,0.70589
FUE 62,5,0.69454
FUE 63,5,0.56347
FUE 64,5,0.98445
FUE 65,5,0.48939
FUE 66,5,0.85426
FUE 67,5,0.33293
FUE 68,5,0.89569
FUE 69,5,0.54858
FUE 70,5,0.46308
FUE 71,6,0.28199
FUE 72,6,0.42733
FUE 73,6,0.38962
FUE 74,6,0.4447
FUE 75,6,0.033279
FUE 76,6,0.32169
FUE 77,6,0.55154
FUE 78,6,0.027602
FUE 79,6,0.75329
FUE 80,6,0.082471
FUE 81,6,0.14627
FUE 82,6,0.73942
FUE 83,6,0.83258
FUE 84,6,0.55445
