,FBS,Bid
FUE 1,1,0.3356
FUE 2,1,0.63261
FUE 3,1,0.51576
FUE 4,1,0.78692
FUE 5,1,0.50261
FUE 6,1,0.16454
FUE 7,1,0.50746
FUE 8,1,0.82281
FUE 9,2,0.42882
FUE 10,2,0.15769
FUE 11,2,0.67489
FUE 12,2,0.27663
FUE 13,2,0.37479
FUE 14,2,0.3968
FUE 15,2,0.13212
FUE 16,2,0.96623
FUE 17,3,0.96116
FUE 18,3,0.01401
FUE 19,3,0.50937
FUE 20,3,0.19509
FUE 21,3,0.85302
FUE 22,3,0.85288
FUE 23,3,0.5743
FUE 24,3,0.31696
FUE 25,4,0.38675
FUE 26,4,0.76481
FUE 27,4,0.68043
FUE 28,4,0.1253
FUE 29,4,0.61984
FUE 30,4,0.68767
FUE 31,4,0.76028
FUE 32,4,0.22713
FUE 33,5,0.22429
FUE 34,5,0.015016
FUE 35,5,0.58533
FUE 36,5,0.73277
FUE 37,5,0.86456
FUE 38,5,0.078845
FUE 39,5,0.4326
FUE 40,5,0.80479
FUE 41,6,0.50957
FUE 42,6,0.40499
FUE 43,6,0.46569
FUE 44,6,0.36857
FUE 45,6,0.56203
FUE 46,6,0.55235
FUE 47,6,0.18262
FUE 48,6,0.67291
