,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,68.9701,68.9331,68.9518,68.925,68.8807,68.858,68.8921,68.6623,68.6229,68.6896,68.3551,68.7563,68.7281,67.4076,68.6103,67.9576,68.1114,68.3694,68.117,68.2798,63.8447,63.5967,67.8754,66.3199,64.017,67.5773,57.9123,67.141,46.9618,66.8517,47.6142,63.4923,66.0451,62.135,33.568,65.5388
FUE 2,61.9517,61.9071,61.9296,61.8973,61.844,61.8167,61.8577,61.5826,61.5357,61.6151,61.2191,61.6948,61.6611,60.1249,61.5207,60.7556,60.9341,61.236,60.9406,61.1308,56.2425,55.9811,60.6605,58.9079,56.4246,60.3182,50.1333,59.8232,39.1285,59.4983,39.7817,55.8712,58.6057,54.4547,25.7303,58.0537
FUE 3,56.6557,56.6168,56.6365,56.6083,56.5617,56.5379,56.5737,56.3323,56.291,56.361,56.0107,56.431,56.4014,55.0249,56.2778,55.5961,55.7563,56.0257,55.7621,55.932,51.3752,51.1235,55.5105,53.9026,51.5502,55.2009,45.3928,54.749,34.4266,54.4502,35.0793,51.0175,53.6204,49.6436,21.0316,53.1017
FUE 4,54.1689,54.1416,54.1554,54.1355,54.1027,54.0858,54.1111,53.9394,53.9098,53.96,53.7064,54.01,53.9888,52.9637,53.9003,53.3991,53.5188,53.7174,53.5231,53.6487,49.9111,49.6869,53.3348,52.0709,50.0662,53.0993,44.3082,52.7487,33.4668,52.5124,34.1177,49.5921,51.8392,48.3423,20.0823,51.4067
FUE 5,60.9025,60.8559,60.8795,60.8457,60.7901,60.7617,60.8044,60.5178,60.4691,60.5517,60.1404,60.6346,60.5995,59.0107,60.4535,59.6607,59.8452,60.1579,59.8519,60.0488,55.0559,54.7917,59.5625,57.7636,55.2402,59.2096,48.9095,58.7007,37.8936,58.3676,38.5469,54.6806,57.4552,53.2514,24.4944,56.893
FUE 6,70.4623,70.4231,70.443,70.4145,70.3676,70.3435,70.3796,70.1364,70.0948,70.1653,69.8124,70.2358,70.206,68.8204,70.0815,69.395,69.5563,69.8275,69.5621,69.7332,65.1568,64.9045,69.3089,67.6925,65.3322,68.9973,59.1665,68.543,48.1979,68.2426,48.8506,64.7983,67.4091,63.4217,34.8026,66.8884
FUE 7,62.636,62.6005,62.6185,62.5927,62.5501,62.5283,62.5611,62.3398,62.3018,62.3661,62.0434,62.4304,62.4032,61.125,62.2897,61.6589,61.8078,62.0573,61.8132,61.9706,57.6295,57.3845,61.5792,60.0638,57.7996,61.29,51.7371,60.8655,40.7992,60.5834,41.4515,57.2812,59.7947,55.9372,27.4065,59.2982
FUE 8,71.256,71.2209,71.2387,71.2132,71.1711,71.1495,71.1819,70.9632,70.9256,70.9892,70.6699,71.0527,71.0259,69.76,70.9136,70.2892,70.4367,70.6836,70.442,70.5979,66.2846,66.0405,70.2102,68.7067,66.454,69.9236,60.4043,69.5027,49.4703,69.2227,50.1225,65.9376,68.4393,64.5976,36.0779,67.9457
FUE 9,61.521,61.4854,61.5034,61.4776,61.435,61.4131,61.4459,61.2244,61.1864,61.2508,60.9277,61.3151,61.2879,60.0084,61.1742,60.5428,60.6918,60.9416,60.6972,60.8548,56.5108,56.2657,60.463,58.9464,56.681,60.1735,50.6172,59.7487,39.6789,59.4664,40.3311,56.1624,58.6771,54.818,26.2862,58.1803
FUE 10,90.383,90.3493,90.3606,90.3367,90.3202,90.2428,90.2903,90.1911,89.9424,89.8183,90.0433,90.1295,90.1497,89.2313,89.9979,89.8429,88.1108,89.89,88.1032,89.5665,86.3597,85.6393,89.3337,82.0658,88.5728,89.2368,75.6897,87.6169,82.8489,87.0387,84.1744,71.6646,86.8949,68.5631,81.1289,86.6029
FUE 11,69.6675,69.634,69.6452,69.6214,69.6049,69.5278,69.5751,69.4762,69.2284,69.1047,69.329,69.4149,69.435,68.5196,69.2838,69.1293,67.4019,69.1762,67.3943,68.8538,65.654,64.9345,68.6217,61.364,67.8628,68.5251,54.9897,66.909,62.1466,66.3318,63.4712,50.965,66.1883,47.8636,60.4275,65.8967
FUE 12,63.4992,63.4624,63.4747,63.4486,63.4306,63.3463,63.398,63.29,63.0203,62.8862,63.1297,63.2232,63.2451,62.256,63.0805,62.9129,61.0682,62.9637,61.0602,62.6152,59.2425,58.4993,62.3655,54.856,61.5557,62.2618,48.4384,60.55,55.6498,59.9467,56.9987,44.4058,59.7973,41.3018,53.9086,59.4942
FUE 13,60.702,60.6601,60.6741,60.6445,60.6239,60.5281,60.5869,60.4644,60.1601,60.0097,60.2831,60.3887,60.4135,59.3098,60.2277,60.0395,58.0175,60.0965,58.0089,59.7073,56.0806,55.3045,59.4306,51.5625,58.5442,59.3163,45.0879,57.4625,52.3713,56.822,53.7528,41.0453,56.6641,37.9379,50.6006,56.3449
FUE 14,65.4307,65.3918,65.4048,65.3773,65.3582,65.2692,65.3238,65.2099,64.926,64.7852,65.041,65.1394,65.1625,64.1261,64.9892,64.8131,62.8945,64.8665,62.8862,64.5011,61.0215,60.2642,64.2403,56.5782,63.3985,64.1322,50.1356,62.3607,57.3785,61.7416,58.7416,46.0986,61.5886,42.9931,55.6244,61.2786
FUE 15,79.6144,79.5817,79.5926,79.5694,79.5533,79.4782,79.5243,79.4279,79.1861,79.0653,79.2843,79.3682,79.3877,78.4927,79.2402,79.0893,77.3948,79.1351,77.3874,78.8199,75.6694,74.9569,78.5927,71.4081,77.8482,78.4981,65.047,76.9092,72.1874,76.3396,73.5046,61.0246,76.1978,57.924,70.475,75.9095
FUE 16,54.6107,54.5625,54.5786,54.5446,54.521,54.4113,54.4785,54.3384,53.9929,53.8232,54.1323,54.2522,54.2804,53.0431,54.0694,53.8568,51.6354,53.921,51.6261,53.4844,49.5817,48.7722,53.1768,44.933,52.2047,53.0503,38.4043,51.0411,45.7562,50.3613,47.1697,34.3522,50.1947,31.2417,43.9571,49.8588
FUE 17,70.319,70.2892,70.2992,70.2781,70.2635,70.195,70.237,70.1492,69.928,69.817,70.0179,70.0946,70.1125,69.2881,69.9775,69.8391,68.2604,69.8812,68.2534,69.5911,66.6164,65.9294,69.3809,62.4616,68.6868,69.2931,56.1506,67.8009,63.2282,67.2585,64.5182,52.1373,67.123,49.0398,61.541,66.847
FUE 18,63.7271,63.6993,63.7086,63.6889,63.6753,63.6113,63.6506,63.5684,63.361,63.2568,63.4454,63.5173,63.534,62.7577,63.4075,63.2775,61.7789,63.3171,61.7722,63.044,60.1933,59.5251,62.8455,56.1181,62.1863,62.7624,49.8455,61.3379,56.875,60.8151,58.1445,45.8394,60.6842,42.7443,55.207,60.4169
FUE 19,66.7112,66.6887,66.681,66.6804,66.6614,66.6196,66.5768,66.5926,66.4676,66.1829,66.5126,66.2965,66.3896,66.2275,66.0931,66.2688,64.4631,66.0734,63.0692,65.1341,65.3684,65.1661,65.0049,60.9805,65.6315,65.1005,62.4861,59.5813,63.9689,57.8487,63.8291,52.0441,59.8792,51.7244,62.6438,60.0444
FUE 20,88.9577,88.9345,88.9267,88.9261,88.9065,88.8635,88.8195,88.8357,88.7072,88.415,88.7535,88.5315,88.6271,88.4608,88.3228,88.5031,86.6588,88.3026,85.2444,87.3422,87.5814,87.3749,87.2105,83.1353,87.8503,87.308,84.6547,81.727,86.1566,79.9865,86.0147,74.1701,82.0266,73.8501,84.8141,82.1927
FUE 21,61.6553,61.6299,61.6213,61.6206,61.5992,61.5522,61.5042,61.5219,61.3817,61.0644,61.4321,61.1907,61.2946,61.114,60.9647,61.1598,59.1902,60.9429,57.7114,59.9136,60.1684,59.9484,59.7736,55.5388,60.4561,59.8773,57.1006,54.1027,58.6626,52.3384,58.514,46.4865,54.4074,46.1656,57.2654,54.5766
FUE 22,62.774,62.7488,62.7402,62.7395,62.7182,62.6714,62.6235,62.6412,62.5016,62.1854,62.5518,62.3112,62.4147,62.2348,62.0861,62.2805,60.3166,62.0643,58.8407,61.0382,61.2923,61.0729,60.8986,56.6709,61.5791,61.002,58.2308,55.236,59.7901,53.4727,59.6419,47.6224,55.5405,47.3015,58.3954,55.7096
FUE 23,65.4346,65.4142,65.4073,65.4068,65.3895,65.3516,65.3128,65.3271,65.2134,64.9535,65.2544,65.0574,65.1424,64.9944,64.8712,65.0321,63.3552,64.8531,62.0315,63.984,64.2021,64.0139,63.8634,60.0148,64.446,63.9527,61.472,58.6481,62.8884,56.9438,62.7558,51.1821,58.9399,50.8635,61.6236,59.1015
FUE 24,68.0325,68.0114,68.0043,68.0038,67.986,67.9469,67.9069,67.9217,67.8046,67.5374,67.8468,67.6441,67.7315,67.5793,67.4528,67.6181,65.9025,67.4342,64.5573,66.5441,66.767,66.5746,66.4209,62.5184,67.0167,66.5121,63.9906,61.1416,65.4273,59.4284,65.2926,53.6532,61.4353,53.3343,64.1441,61.598
FUE 25,87.4288,87.4049,87.3968,87.3962,87.3759,87.3315,87.2861,87.3029,87.1703,86.8692,87.218,86.9891,87.0877,86.9163,86.7744,86.9598,85.071,86.7536,83.6333,85.7687,86.0134,85.8022,85.634,81.501,86.289,85.7338,83.0359,80.0826,84.5596,78.3333,84.4153,72.5038,80.3841,72.1835,83.1973,80.5513
FUE 26,74.2569,74.2321,74.2237,74.2231,74.2021,74.1561,74.1091,74.1264,73.9893,73.6783,74.0386,73.8021,73.9039,73.7269,73.5805,73.7718,71.8336,73.559,70.3706,72.5471,72.7979,72.5813,72.4091,68.2134,73.0809,72.5112,69.7649,66.7841,71.3122,65.0255,71.1653,59.1821,67.0876,58.8614,69.9284,67.256
