,FBS,Bid
FUE 1,1,0.25174
FUE 2,1,0.80188
FUE 3,1,0.92408
FUE 4,1,0.16927
FUE 5,1,0.70668
FUE 6,1,0.50985
FUE 7,1,0.5542
FUE 8,1,0.60667
FUE 9,1,0.11514
FUE 10,1,0.88607
FUE 11,1,0.16847
FUE 12,1,0.39389
FUE 13,2,0.24171
FUE 14,2,0.86616
FUE 15,2,0.78672
FUE 16,2,0.31245
FUE 17,2,0.97261
FUE 18,2,0.91694
FUE 19,2,0.52501
FUE 20,2,0.069233
FUE 21,2,0.71501
FUE 22,2,0.20651
FUE 23,2,0.79067
FUE 24,2,0.36545
FUE 25,3,0.89706
FUE 26,3,0.78134
FUE 27,3,0.93406
FUE 28,3,0.54972
FUE 29,3,0.37462
FUE 30,3,0.42018
FUE 31,3,0.39355
FUE 32,3,0.90858
FUE 33,3,0.54586
FUE 34,3,0.46867
FUE 35,3,0.18062
FUE 36,3,0.080912
FUE 37,4,0.87657
FUE 38,4,0.52338
FUE 39,4,0.89494
FUE 40,4,0.40475
FUE 41,4,0.44272
FUE 42,4,0.94569
FUE 43,4,0.62732
FUE 44,4,0.38919
FUE 45,4,0.63825
FUE 46,4,0.30221
FUE 47,4,0.53212
FUE 48,4,0.0076621
FUE 49,5,0.65207
FUE 50,5,0.39813
FUE 51,5,0.74839
FUE 52,5,0.031923
FUE 53,5,0.76397
FUE 54,5,0.068833
FUE 55,5,0.32239
FUE 56,5,0.90971
FUE 57,5,0.79298
FUE 58,5,0.30836
FUE 59,5,0.050173
FUE 60,5,0.20319
FUE 61,6,0.39968
FUE 62,6,0.57804
FUE 63,6,0.91112
FUE 64,6,0.82959
FUE 65,6,0.95085
FUE 66,6,0.5769
FUE 67,6,0.19287
FUE 68,6,0.71297
FUE 69,6,0.91598
FUE 70,6,0.69994
FUE 71,6,0.47466
FUE 72,6,0.8883
