,FBS,Bid
FUE 1,1,0.21612
FUE 2,1,0.032227
FUE 3,1,0.45394
FUE 4,1,0.64985
FUE 5,1,0.79082
FUE 6,1,0.90552
FUE 7,1,0.063962
FUE 8,1,0.067504
FUE 9,1,0.77699
FUE 10,1,0.71524
FUE 11,1,0.57011
FUE 12,1,0.58841
FUE 13,1,0.24943
FUE 14,1,0.93686
FUE 15,2,0.19123
FUE 16,2,0.46387
FUE 17,2,0.82765
FUE 18,2,0.23928
FUE 19,2,0.26384
FUE 20,2,0.66819
FUE 21,2,0.83598
FUE 22,2,0.19115
FUE 23,2,0.12189
FUE 24,2,0.70049
FUE 25,2,0.29404
FUE 26,2,0.71972
FUE 27,2,0.66469
FUE 28,2,0.82856
FUE 29,3,0.21644
FUE 30,3,0.75283
FUE 31,3,0.19379
FUE 32,3,0.10798
FUE 33,3,0.81976
FUE 34,3,0.48182
FUE 35,3,0.69056
FUE 36,3,0.39794
FUE 37,3,0.7116
FUE 38,3,0.1696
FUE 39,3,0.61436
FUE 40,3,0.73626
FUE 41,3,0.96994
FUE 42,3,0.5059
FUE 43,4,0.74825
FUE 44,4,0.67918
FUE 45,4,0.81702
FUE 46,4,0.32019
FUE 47,4,0.81811
FUE 48,4,0.29263
FUE 49,4,0.35931
FUE 50,4,0.8251
FUE 51,4,0.29175
FUE 52,4,0.1956
FUE 53,4,0.48731
FUE 54,4,0.93871
FUE 55,4,0.60479
FUE 56,4,0.3686
FUE 57,5,0.16019
FUE 58,5,0.73217
FUE 59,5,0.64771
FUE 60,5,0.67682
FUE 61,5,0.14951
FUE 62,5,0.63772
FUE 63,5,0.055171
FUE 64,5,0.033249
FUE 65,5,0.90318
FUE 66,5,0.1827
FUE 67,5,0.88002
FUE 68,5,0.50465
FUE 69,5,0.62609
FUE 70,5,0.56788
FUE 71,6,0.32035
FUE 72,6,0.53991
FUE 73,6,0.022815
FUE 74,6,0.82285
FUE 75,6,0.052181
FUE 76,6,0.31987
FUE 77,6,0.092321
FUE 78,6,0.2879
FUE 79,6,0.75472
FUE 80,6,0.8849
FUE 81,6,0.076106
FUE 82,6,0.52731
FUE 83,6,0.98224
FUE 84,6,0.12365
