,FBS,Bid
FUE 1,1,0.72297
FUE 2,1,0.97705
FUE 3,1,0.48738
FUE 4,1,0.061343
FUE 5,1,0.94267
FUE 6,1,0.054037
FUE 7,1,0.61464
FUE 8,1,0.14136
FUE 9,1,0.57781
FUE 10,1,0.91709
FUE 11,1,0.27721
FUE 12,1,0.49478
FUE 13,1,0.56382
FUE 14,1,0.746
FUE 15,1,0.71983
FUE 16,2,0.062842
FUE 17,2,0.72632
FUE 18,2,0.32736
FUE 19,2,0.18252
FUE 20,2,0.4735
FUE 21,2,0.33479
FUE 22,2,0.91883
FUE 23,2,0.39095
FUE 24,2,0.6913
FUE 25,2,0.3956
FUE 26,2,0.37632
FUE 27,2,0.55388
FUE 28,2,0.46401
FUE 29,2,0.53851
FUE 30,2,0.45178
FUE 31,3,0.44986
FUE 32,3,0.7385
FUE 33,3,0.69063
FUE 34,3,0.20577
FUE 35,3,0.59435
FUE 36,3,0.54582
FUE 37,3,0.61658
FUE 38,3,0.73446
FUE 39,3,0.37729
FUE 40,3,0.27173
FUE 41,3,0.16815
FUE 42,3,0.87714
FUE 43,3,0.51159
FUE 44,3,0.48926
FUE 45,3,0.13407
FUE 46,4,0.06508
FUE 47,4,0.23246
FUE 48,4,0.34414
FUE 49,4,0.41845
FUE 50,4,0.084715
FUE 51,4,0.87627
FUE 52,4,0.38659
FUE 53,4,0.19704
FUE 54,4,0.51411
FUE 55,4,0.58161
FUE 56,4,0.36289
FUE 57,4,0.59774
FUE 58,4,0.34501
FUE 59,4,0.052955
FUE 60,4,0.51649
FUE 61,5,0.68703
FUE 62,5,0.90113
FUE 63,5,0.10252
FUE 64,5,0.65939
FUE 65,5,0.84085
FUE 66,5,0.17534
FUE 67,5,0.6339
FUE 68,5,0.51226
FUE 69,5,0.53128
FUE 70,5,0.063365
FUE 71,5,0.010458
FUE 72,5,0.94413
FUE 73,5,0.20153
FUE 74,5,0.36336
FUE 75,5,0.67885
FUE 76,6,0.50239
FUE 77,6,0.68611
FUE 78,6,0.43928
FUE 79,6,0.087672
FUE 80,6,0.10061
FUE 81,6,0.15023
FUE 82,6,0.24705
FUE 83,6,0.41367
FUE 84,6,0.23009
FUE 85,6,0.80231
FUE 86,6,0.044972
FUE 87,6,0.31202
FUE 88,6,0.027176
FUE 89,6,0.066031
FUE 90,6,0.74899
