,FBS,Bid
FUE 1,1,0.55799
FUE 2,1,0.64653
FUE 3,1,0.31085
FUE 4,1,0.45486
FUE 5,1,0.20906
FUE 6,1,0.24887
FUE 7,1,0.96136
FUE 8,1,0.91627
FUE 9,1,0.082589
FUE 10,1,0.086711
FUE 11,2,0.64139
FUE 12,2,0.80688
FUE 13,2,0.89923
FUE 14,2,0.43675
FUE 15,2,0.76979
FUE 16,2,0.5485
FUE 17,2,0.72157
FUE 18,2,0.36553
FUE 19,2,0.96667
FUE 20,2,0.48425
FUE 21,3,0.15563
FUE 22,3,0.23499
FUE 23,3,0.23195
FUE 24,3,0.71632
FUE 25,3,0.67755
FUE 26,3,0.12213
FUE 27,3,0.32311
FUE 28,3,0.4696
FUE 29,3,0.19933
FUE 30,3,0.7194
FUE 31,4,0.021271
FUE 32,4,0.23799
FUE 33,4,0.052353
FUE 34,4,0.666
FUE 35,4,0.70734
FUE 36,4,0.075374
FUE 37,4,0.081055
FUE 38,4,0.30556
FUE 39,4,0.84253
FUE 40,4,0.55195
FUE 41,5,0.57302
FUE 42,5,0.35888
FUE 43,5,0.59755
FUE 44,5,0.66101
FUE 45,5,0.082604
FUE 46,5,0.78974
FUE 47,5,0.16821
FUE 48,5,0.50636
FUE 49,5,0.48212
FUE 50,5,0.89923
FUE 51,6,0.7032
FUE 52,6,0.11864
FUE 53,6,0.30882
FUE 54,6,0.68537
FUE 55,6,0.49805
FUE 56,6,0.65634
FUE 57,6,0.90798
FUE 58,6,0.25151
FUE 59,6,0.61775
FUE 60,6,0.28752
