,FBS,Bid
FUE 1,1,0.6765
FUE 2,1,0.30708
FUE 3,1,0.34829
FUE 4,1,0.7265
FUE 5,1,0.10709
FUE 6,1,0.2525
FUE 7,1,0.43893
FUE 8,1,0.58718
FUE 9,2,0.30701
FUE 10,2,0.43547
FUE 11,2,0.31034
FUE 12,2,0.91597
FUE 13,2,0.65842
FUE 14,2,0.17691
FUE 15,2,0.6451
FUE 16,2,0.035293
FUE 17,3,0.78261
FUE 18,3,0.001804
FUE 19,3,0.38452
FUE 20,3,0.67247
FUE 21,3,0.039491
FUE 22,3,0.43476
FUE 23,3,0.17438
FUE 24,3,0.58321
FUE 25,4,0.19104
FUE 26,4,0.38364
FUE 27,4,0.88218
FUE 28,4,0.0018414
FUE 29,4,0.6802
FUE 30,4,0.28251
FUE 31,4,0.82141
FUE 32,4,0.29411
FUE 33,5,0.3901
FUE 34,5,0.95108
FUE 35,5,0.83525
FUE 36,5,0.89022
FUE 37,5,0.93259
FUE 38,5,0.12936
FUE 39,5,0.34829
FUE 40,5,0.71361
FUE 41,6,0.62515
FUE 42,6,0.83362
FUE 43,6,0.2205
FUE 44,6,0.31932
FUE 45,6,0.21939
FUE 46,6,0.028035
FUE 47,6,0.68021
FUE 48,6,0.28615
