,FBS,Bid
FUE 1,1,0.28253
FUE 2,1,0.39176
FUE 3,1,0.27975
FUE 4,1,0.56574
FUE 5,1,0.37699
FUE 6,1,0.12941
FUE 7,1,0.15257
FUE 8,1,0.70738
FUE 9,2,0.26774
FUE 10,2,0.83515
FUE 11,2,0.1707
FUE 12,2,0.67709
FUE 13,2,0.24304
FUE 14,2,0.64738
FUE 15,2,0.33426
FUE 16,2,0.46171
FUE 17,3,0.70652
FUE 18,3,0.35665
FUE 19,3,0.30758
FUE 20,3,0.74083
FUE 21,3,0.78394
FUE 22,3,0.53563
FUE 23,3,0.21387
FUE 24,3,0.3835
FUE 25,4,0.6013
FUE 26,4,0.80866
FUE 27,4,0.095068
FUE 28,4,0.76773
FUE 29,4,0.87343
FUE 30,4,0.83097
FUE 31,4,0.91711
FUE 32,4,0.40919
FUE 33,5,0.88349
FUE 34,5,0.47765
FUE 35,5,0.031321
FUE 36,5,0.95777
FUE 37,5,0.5529
FUE 38,5,0.28408
FUE 39,5,0.3991
FUE 40,5,0.31989
FUE 41,6,0.78402
FUE 42,6,0.0056765
FUE 43,6,0.73481
FUE 44,6,0.60598
FUE 45,6,0.66589
FUE 46,6,0.83644
FUE 47,6,0.084362
FUE 48,6,0.69504
