,FBS,Bid
FUE 1,1,0.65934
FUE 2,1,0.63343
FUE 3,1,0.52515
FUE 4,1,0.19128
FUE 5,1,0.51191
FUE 6,1,0.74833
FUE 7,1,0.41983
FUE 8,1,0.73748
FUE 9,2,0.68647
FUE 10,2,0.95573
FUE 11,2,0.30791
FUE 12,2,0.3423
FUE 13,2,0.38703
FUE 14,2,0.026176
FUE 15,2,0.63355
FUE 16,2,0.56525
FUE 17,3,0.36551
FUE 18,3,0.42146
FUE 19,3,0.4622
FUE 20,3,0.31444
FUE 21,3,0.22566
FUE 22,3,0.11594
FUE 23,3,0.13397
FUE 24,3,0.94652
FUE 25,4,0.49243
FUE 26,4,0.74821
FUE 27,4,0.31094
FUE 28,4,0.0077053
FUE 29,4,0.61562
FUE 30,4,0.35757
FUE 31,4,0.64883
FUE 32,4,0.84598
FUE 33,5,0.10135
FUE 34,5,0.5883
FUE 35,5,0.58238
FUE 36,5,0.5218
FUE 37,5,0.4546
FUE 38,5,0.9667
FUE 39,5,0.18231
FUE 40,5,0.55939
FUE 41,6,0.62647
FUE 42,6,0.03013
FUE 43,6,0.64227
FUE 44,6,0.83816
FUE 45,6,0.39514
FUE 46,6,0.43734
FUE 47,6,0.084883
FUE 48,6,0.58138
