,FBS,Bid
FUE 1,1,0.90042
FUE 2,1,0.48911
FUE 3,1,0.35921
FUE 4,1,0.22137
FUE 5,1,0.22703
FUE 6,1,0.25044
FUE 7,1,0.5172
FUE 8,1,0.17856
FUE 9,1,0.65181
FUE 10,2,0.15214
FUE 11,2,0.41834
FUE 12,2,0.76677
FUE 13,2,0.26507
FUE 14,2,0.24785
FUE 15,2,0.77029
FUE 16,2,0.51564
FUE 17,2,0.94674
FUE 18,2,0.48012
FUE 19,3,0.33467
FUE 20,3,0.74461
FUE 21,3,0.61386
FUE 22,3,0.62009
FUE 23,3,0.61089
FUE 24,3,0.69951
FUE 25,3,0.61408
FUE 26,3,0.74309
FUE 27,3,0.6592
FUE 28,4,0.96248
FUE 29,4,0.5057
FUE 30,4,0.16087
FUE 31,4,0.41533
FUE 32,4,0.41111
FUE 33,4,0.13222
FUE 34,4,0.30371
FUE 35,4,0.6748
FUE 36,4,0.10034
FUE 37,5,0.90818
FUE 38,5,0.879
FUE 39,5,0.11443
FUE 40,5,0.68739
FUE 41,5,0.45289
FUE 42,5,0.84374
FUE 43,5,0.19293
FUE 44,5,0.66908
FUE 45,5,0.53749
FUE 46,6,0.48968
FUE 47,6,0.30292
FUE 48,6,0.94652
FUE 49,6,0.075353
FUE 50,6,0.33814
FUE 51,6,0.51721
FUE 52,6,0.999
FUE 53,6,0.16122
FUE 54,6,0.17126
