,FBS,Bid
FUE 1,1,0.77701
FUE 2,1,0.79559
FUE 3,1,0.83254
FUE 4,1,0.50045
FUE 5,1,0.12669
FUE 6,1,0.75994
FUE 7,1,0.3018
FUE 8,1,0.0015798
FUE 9,1,0.80015
FUE 10,1,0.4663
FUE 11,1,0.8648
FUE 12,1,0.36088
FUE 13,1,0.35719
FUE 14,2,0.80894
FUE 15,2,0.66972
FUE 16,2,0.68935
FUE 17,2,0.49318
FUE 18,2,0.59543
FUE 19,2,0.75391
FUE 20,2,0.1181
FUE 21,2,0.78007
FUE 22,2,0.18882
FUE 23,2,0.98133
FUE 24,2,0.95001
FUE 25,2,0.9681
FUE 26,2,0.56451
FUE 27,3,0.84523
FUE 28,3,0.8901
FUE 29,3,0.99815
FUE 30,3,0.67885
FUE 31,3,0.54512
FUE 32,3,0.8963
FUE 33,3,0.37687
FUE 34,3,0.33953
FUE 35,3,0.76901
FUE 36,3,0.60372
FUE 37,3,0.99943
FUE 38,3,0.14894
FUE 39,3,0.58763
FUE 40,4,0.12595
FUE 41,4,0.671
FUE 42,4,0.33572
FUE 43,4,0.98141
FUE 44,4,0.29806
FUE 45,4,0.93874
FUE 46,4,0.87893
FUE 47,4,0.47106
FUE 48,4,0.61937
FUE 49,4,0.44203
FUE 50,4,0.56638
FUE 51,4,0.53107
FUE 52,4,0.63812
FUE 53,5,0.024384
FUE 54,5,0.20675
FUE 55,5,0.93537
FUE 56,5,0.20282
FUE 57,5,0.82342
FUE 58,5,0.964
FUE 59,5,0.2064
FUE 60,5,0.71991
FUE 61,5,0.08105
FUE 62,5,0.27143
FUE 63,5,0.8209
FUE 64,5,0.6807
FUE 65,5,0.37911
FUE 66,6,0.83362
FUE 67,6,0.31256
FUE 68,6,0.38387
FUE 69,6,0.024946
FUE 70,6,0.54307
FUE 71,6,0.96603
FUE 72,6,0.86295
FUE 73,6,0.48538
FUE 74,6,0.38814
FUE 75,6,0.50938
FUE 76,6,0.87275
FUE 77,6,0.75264
FUE 78,6,0.97823
