,FBS,Bid
FUE 1,1,0.033981
FUE 2,1,0.34498
FUE 3,1,0.74275
FUE 4,1,0.43534
FUE 5,1,0.22017
FUE 6,1,0.48757
FUE 7,1,0.95321
FUE 8,1,0.78768
FUE 9,1,0.87891
FUE 10,1,0.97044
FUE 11,1,0.80865
FUE 12,2,0.99947
FUE 13,2,0.66183
FUE 14,2,0.10464
FUE 15,2,0.75788
FUE 16,2,0.397
FUE 17,2,0.29685
FUE 18,2,0.097279
FUE 19,2,0.73597
FUE 20,2,0.64667
FUE 21,2,0.74899
FUE 22,2,0.032601
FUE 23,3,0.40869
FUE 24,3,0.33162
FUE 25,3,0.18081
FUE 26,3,0.99847
FUE 27,3,0.60196
FUE 28,3,0.69359
FUE 29,3,0.69112
FUE 30,3,0.5323
FUE 31,3,0.71634
FUE 32,3,0.98615
FUE 33,3,0.68204
FUE 34,4,0.52661
FUE 35,4,0.16186
FUE 36,4,0.9528
FUE 37,4,0.66923
FUE 38,4,0.051881
FUE 39,4,0.60494
FUE 40,4,0.71517
FUE 41,4,0.060259
FUE 42,4,0.44548
FUE 43,4,0.78079
FUE 44,4,0.51923
FUE 45,5,0.16922
FUE 46,5,0.38624
FUE 47,5,0.83394
FUE 48,5,0.94363
FUE 49,5,0.59822
FUE 50,5,0.39244
FUE 51,5,0.17898
FUE 52,5,0.93016
FUE 53,5,0.89694
FUE 54,5,0.010757
FUE 55,5,0.17224
FUE 56,6,0.18671
FUE 57,6,0.77846
FUE 58,6,0.24162
FUE 59,6,0.78653
FUE 60,6,0.63042
FUE 61,6,0.75912
FUE 62,6,0.29394
FUE 63,6,0.14463
FUE 64,6,0.82058
FUE 65,6,0.81128
FUE 66,6,0.45178
