,FBS,Bid
FUE 1,1,0.99594
FUE 2,1,0.82585
FUE 3,1,0.39036
FUE 4,1,0.28517
FUE 5,1,0.52088
FUE 6,1,0.32952
FUE 7,1,0.30542
FUE 8,1,0.054711
FUE 9,1,0.92536
FUE 10,1,0.14758
FUE 11,1,0.3328
FUE 12,2,0.67643
FUE 13,2,0.87824
FUE 14,2,0.47156
FUE 15,2,0.65158
FUE 16,2,0.97945
FUE 17,2,0.50294
FUE 18,2,0.31723
FUE 19,2,0.99
FUE 20,2,0.79103
FUE 21,2,0.14984
FUE 22,2,0.15581
FUE 23,3,0.24645
FUE 24,3,0.54766
FUE 25,3,0.53431
FUE 26,3,0.68572
FUE 27,3,0.92365
FUE 28,3,0.66223
FUE 29,3,0.25895
FUE 30,3,0.35687
FUE 31,3,0.87339
FUE 32,3,0.45916
FUE 33,3,0.032876
FUE 34,4,0.89067
FUE 35,4,0.038206
FUE 36,4,0.92782
FUE 37,4,0.45341
FUE 38,4,0.33521
FUE 39,4,0.38716
FUE 40,4,0.017067
FUE 41,4,0.55726
FUE 42,4,0.99928
FUE 43,4,0.018569
FUE 44,4,0.13509
FUE 45,5,0.50007
FUE 46,5,0.26591
FUE 47,5,0.52545
FUE 48,5,0.073856
FUE 49,5,0.59431
FUE 50,5,0.28844
FUE 51,5,0.20064
FUE 52,5,0.77528
FUE 53,5,0.012763
FUE 54,5,0.72185
FUE 55,5,0.30233
FUE 56,6,0.018521
FUE 57,6,0.34956
FUE 58,6,0.71298
FUE 59,6,0.9724
FUE 60,6,0.64814
FUE 61,6,0.14883
FUE 62,6,0.42629
FUE 63,6,0.77897
FUE 64,6,0.44067
FUE 65,6,0.20563
FUE 66,6,0.80807
