,FBS,Bid
FUE 1,1,0.55717
FUE 2,1,0.46176
FUE 3,1,0.44722
FUE 4,1,0.085269
FUE 5,1,0.41649
FUE 6,1,0.83546
FUE 7,1,0.4206
FUE 8,1,0.67941
FUE 9,1,0.34189
FUE 10,1,0.92596
FUE 11,1,0.18968
FUE 12,1,0.75794
FUE 13,1,0.66638
FUE 14,2,0.29542
FUE 15,2,0.53916
FUE 16,2,0.56207
FUE 17,2,0.58546
FUE 18,2,0.35445
FUE 19,2,0.69234
FUE 20,2,0.11984
FUE 21,2,0.95709
FUE 22,2,0.048227
FUE 23,2,0.85975
FUE 24,2,0.70152
FUE 25,2,0.17202
FUE 26,2,0.28518
FUE 27,3,0.78287
FUE 28,3,0.13213
FUE 29,3,0.23309
FUE 30,3,0.65422
FUE 31,3,0.6524
FUE 32,3,0.43288
FUE 33,3,0.045524
FUE 34,3,0.03259
FUE 35,3,0.98511
FUE 36,3,0.81985
FUE 37,3,0.968
FUE 38,3,0.4688
FUE 39,3,0.11424
FUE 40,4,0.73098
FUE 41,4,0.51254
FUE 42,4,0.079571
FUE 43,4,0.17892
FUE 44,4,0.40908
FUE 45,4,0.68511
FUE 46,4,0.62174
FUE 47,4,0.95604
FUE 48,4,0.11901
FUE 49,4,0.43978
FUE 50,4,0.88975
FUE 51,4,0.11296
FUE 52,4,0.50128
FUE 53,5,0.57202
FUE 54,5,0.84667
FUE 55,5,0.97684
FUE 56,5,0.31157
FUE 57,5,0.37236
FUE 58,5,0.87115
FUE 59,5,0.39099
FUE 60,5,0.80539
FUE 61,5,0.68941
FUE 62,5,0.95656
FUE 63,5,0.075742
FUE 64,5,0.57721
FUE 65,5,0.36506
FUE 66,6,0.20915
FUE 67,6,0.57183
FUE 68,6,0.078202
FUE 69,6,0.74575
FUE 70,6,0.9012
FUE 71,6,0.81399
FUE 72,6,0.72122
FUE 73,6,0.058198
FUE 74,6,0.17975
FUE 75,6,0.92034
FUE 76,6,0.91585
FUE 77,6,0.86267
FUE 78,6,0.41091
